Series ID,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25
114_0,77,77,77,77,77,77,77,77,77,77,77,78,77,78,78,78,78,78,78,78,78,83,86,87,71,69,70,,,
114_1,53,53,54,53,54,54,53,53,54,53,54,54,54,54,54,54,54,54,54,54,54,58,60,61,51,52,54,,,
115_0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,54,54,54,54,55,58,60,61,56,60,61,,,
115_1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,44,45,44,44,46,49,51,53,48,53,54,,,
116_0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,63,65,66,59,64,65,,,
116_1,44,45,45,45,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,50,52,53,47,52,53,,,
117_0,59,60,60,60,60,60,59,60,59,60,60,60,60,60,60,60,60,60,60,60,60,63,65,66,60,64,66,,,
117_1,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,49,50,50,53,55,56,51,56,58,,,
118_0,77,76,76,76,76,77,76,76,74,76,76,77,77,76,76,76,76,77,77,77,77,81,83,85,70,69,69,,,
118_1,45,44,44,44,45,46,44,44,44,44,44,44,45,44,45,44,44,46,45,46,44,49,51,54,47,49,50,,,
119_0,64,59,58,58,64,61,59,59,64,63,58,58,58,62,59,59,59,64,60,59,60,69,66,65,58,60,62,,,
119_1,58,54,53,54,58,56,54,54,59,58,54,54,54,57,55,54,54,59,55,55,56,66,64,64,54,56,59,,,
120_0,78,78,78,78,77,79,78,78,70,79,79,79,78,78,79,79,79,78,79,79,79,83,87,86,70,72,73,,,
120_1,47,47,47,47,47,47,47,47,44,48,47,47,47,47,47,47,47,48,47,47,47,53,55,54,50,53,54,,,
121_0,40,38,39,38,41,40,39,39,41,41,39,39,39,40,39,39,39,41,39,39,40,45,46,46,53,55,58,,,
121_1,37,35,35,35,37,36,35,36,38,37,35,35,35,36,35,35,36,38,36,36,37,42,43,43,48,51,54,,,
122_0,78,79,79,79,76,78,79,78,72,79,79,80,78,78,79,80,80,78,80,80,81,84,87,87,72,72,74,,,
122_1,51,51,51,51,51,51,50,51,47,52,51,51,51,51,51,51,51,51,51,52,53,56,57,57,52,54,56,,,
123_0,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,71,73,74,63,66,69,,,
123_1,46,46,46,46,46,46,46,46,46,46,46,46,46,47,46,46,46,46,46,47,48,52,53,54,48,54,56,,,
124_0,58,58,58,58,58,58,58,58,58,58,57,59,58,58,58,58,58,57,58,59,59,61,61,62,59,59,57,,,
124_1,45,45,45,45,45,45,45,45,46,45,45,46,45,45,45,45,45,45,45,46,47,49,49,50,50,50,47,,,
125_0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,71,72,72,76,79,80,64,63,66,,,
125_1,49,49,50,50,50,50,50,50,49,49,50,50,50,50,50,50,50,50,50,50,50,55,57,57,48,51,54,,,
126_0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,66,65,66,66,66,71,75,76,65,66,69,,,
126_1,56,56,56,56,56,56,56,56,56,56,57,56,56,57,57,56,57,57,57,57,57,62,65,65,56,60,63,,,
127_0,78,77,79,78,78,78,78,76,78,77,77,79,77,78,79,78,78,78,79,78,79,81,85,86,73,73,74,,,
127_1,55,55,58,54,55,54,54,54,54,54,54,58,55,54,58,54,55,55,55,55,58,60,62,62,54,57,59,,,
128_0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,43,45,46,49,52,55,,,
128_1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,32,33,33,33,37,39,40,43,48,51,,,
129_0,67,66,67,66,66,67,66,66,67,66,66,67,66,66,66,66,66,66,66,66,67,69,71,72,64,63,66,,,
129_1,51,52,52,51,51,51,51,52,52,51,51,52,51,52,51,52,52,52,52,52,52,56,59,60,54,53,59,,,
130_0,70,70,70,70,70,70,70,70,70,71,70,70,70,70,70,70,70,70,70,70,71,73,75,76,68,64,67,,,
130_1,54,54,54,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,57,59,60,54,52,58,,,
131_0,68,68,68,67,67,68,68,68,68,68,67,68,67,67,68,68,68,68,68,68,68,71,73,73,66,63,66,,,
131_1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,55,57,57,51,51,57,,,
132_0,78,78,79,78,77,79,78,78,78,77,77,78,76,80,78,78,78,77,79,78,79,81,81,82,69,69,72,,,
132_1,51,51,51,52,51,52,52,51,51,51,52,52,51,52,51,51,52,51,52,51,53,54,55,55,52,55,58,,,
133_0,77,77,77,77,77,77,78,77,77,77,77,78,78,77,77,77,77,77,77,77,77,80,80,79,69,70,72,,,
133_1,62,62,62,62,62,62,62,62,62,62,62,63,63,62,62,62,63,62,63,62,62,65,66,65,59,60,64,,,
134_0,67,67,67,66,66,67,68,66,67,67,68,68,67,67,67,68,68,68,67,68,67,70,71,71,63,66,70,,,
134_1,52,51,51,51,51,51,51,52,52,52,54,52,52,52,52,52,53,52,52,52,51,56,56,57,52,57,61,,,
135_0,55,56,56,56,56,56,56,55,56,56,55,56,56,56,56,56,56,55,56,57,57,59,60,60,59,60,58,,,
135_1,40,41,41,41,41,41,42,41,41,41,41,42,41,41,42,41,41,42,41,43,42,45,46,47,49,49,46,,,
136_0,83,83,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,87,87,87,74,74,78,,,
136_1,63,63,63,63,63,63,63,63,63,63,63,64,64,64,63,64,64,63,64,63,64,69,70,71,57,62,66,,,
137_0,60,60,60,60,60,60,60,59,60,59,59,60,59,59,60,59,59,59,59,60,60,61,61,61,62,63,60,,,
137_1,52,52,52,52,52,52,52,52,52,52,52,53,52,52,52,52,52,52,52,53,52,54,55,55,54,55,51,,,
138_0,87,87,87,87,87,87,86,86,87,86,86,88,86,87,87,87,86,85,86,87,87,89,88,87,77,78,75,,,
138_1,53,53,53,53,53,53,52,53,54,53,53,54,52,53,53,53,52,52,52,54,53,55,56,56,57,58,55,,,
139_0,54,54,54,55,55,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,56,58,61,61,58,63,62,,,
139_1,39,39,39,40,40,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,41,43,45,46,46,48,48,,,
140_0,64,64,64,64,64,65,64,63,64,64,64,64,63,63,64,64,64,64,65,64,65,67,71,71,61,60,60,,,
140_1,52,52,51,52,52,53,51,52,53,52,53,52,52,52,52,53,52,52,53,52,53,56,59,60,52,53,53,,,
141_0,68,68,68,67,67,67,67,67,67,68,68,68,68,67,68,68,68,68,67,68,68,72,74,73,61,61,61,,,
141_1,52,52,52,51,51,51,51,51,51,51,51,52,52,51,51,51,52,52,51,51,53,57,59,57,52,52,52,,,
142_0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,77,74,72,73,75,78,76,66,66,66,,,
142_1,54,54,54,54,55,55,55,54,55,55,55,54,55,55,55,55,55,57,56,55,55,58,61,60,53,54,53,,,
143_0,50,49,51,47,47,43,43,43,43,44,43,44,43,44,44,47,48,50,51,45,44,47,78,87,71,71,70,,,
143_1,40,42,40,38,37,37,37,37,37,38,37,37,37,37,37,41,41,43,44,39,38,41,72,77,62,62,61,,,
144_0,65,65,64,65,65,65,64,65,65,64,65,65,65,64,66,66,66,66,65,66,66,68,69,68,63,62,62,,,
144_1,50,49,49,50,50,50,49,50,50,50,51,49,50,49,51,50,51,51,49,51,50,54,56,55,51,51,50,,,
145_0,58,58,58,59,62,62,59,59,59,59,59,60,63,59,58,58,58,59,60,63,62,63,64,64,59,60,59,,,
145_1,47,47,47,47,50,50,46,47,47,47,47,48,51,47,47,46,47,47,48,50,50,51,53,53,48,49,48,,,
146_0,61,62,61,61,66,66,62,62,62,62,62,64,66,62,61,61,61,61,63,67,66,65,66,66,62,62,61,,,
146_1,46,47,47,46,50,50,46,47,47,47,46,49,50,47,47,46,46,46,48,50,50,51,52,53,50,50,49,,,
147_0,68,68,68,68,73,73,70,69,69,69,69,71,73,70,68,68,68,68,71,74,73,72,73,72,64,64,63,,,
147_1,54,54,54,54,58,57,55,54,54,55,55,57,58,55,54,54,54,54,57,58,58,57,59,59,54,55,54,,,
148_0,78,79,78,78,69,76,77,76,77,78,78,79,70,78,80,80,78,80,78,71,78,82,85,86,71,70,70,,,
148_1,56,57,56,56,51,56,56,55,56,57,57,57,52,57,57,57,56,57,55,52,58,61,62,63,56,56,56,,,
149_0,70,70,70,70,73,73,71,70,70,69,71,72,74,71,70,70,70,70,72,74,74,74,74,73,67,67,67,,,
149_1,47,46,46,48,49,49,46,47,47,47,47,48,49,48,48,46,47,46,49,50,49,51,52,52,50,50,49,,,
150_0,76,76,76,76,79,79,77,77,77,77,77,79,79,78,77,76,76,76,79,80,80,80,79,79,67,67,67,,,
150_1,48,48,49,49,51,50,49,49,49,49,49,51,51,49,49,48,48,49,51,51,51,52,52,53,50,50,50,,,
151_0,70,70,71,71,70,70,70,70,70,70,71,70,70,72,72,71,71,71,71,71,72,76,78,81,67,67,66,,,
151_1,57,57,58,57,57,58,57,58,57,57,57,57,58,59,58,58,58,58,58,58,58,62,65,67,58,58,56,,,
152_0,83,84,84,83,71,81,84,81,84,84,84,86,72,86,85,86,85,85,83,73,82,86,86,85,72,72,73,,,
152_1,55,56,57,56,50,55,57,55,57,57,57,58,50,59,58,59,58,58,57,51,57,61,62,64,56,57,58,,,
153_0,65,65,65,65,68,68,65,65,65,65,66,68,68,66,65,65,64,65,68,69,69,68,66,65,63,64,64,,,
153_1,49,48,49,49,50,51,49,49,49,48,49,51,51,49,49,49,48,49,51,51,51,52,52,52,50,50,50,,,
154_0,60,60,60,60,60,60,60,60,60,60,60,60,60,61,60,61,61,66,65,61,61,65,67,68,61,61,61,,,
154_1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,54,53,50,51,56,58,59,53,54,54,,,
155_0,62,61,62,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,66,67,70,61,63,62,,,
155_1,47,46,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,48,52,53,54,49,50,50,,,
156_0,76,76,77,76,76,76,76,76,76,76,76,76,76,76,77,76,77,77,77,77,78,80,84,85,69,66,66,,,
156_1,61,61,61,60,61,61,61,61,61,61,61,61,61,61,62,61,62,62,62,62,63,65,69,68,56,56,56,,,
157_0,76,77,77,76,77,76,76,75,75,77,76,76,77,77,76,77,76,77,77,77,78,81,82,84,70,69,69,,,
157_1,51,52,52,51,51,51,52,51,51,51,52,52,51,52,52,52,52,52,51,51,52,57,58,59,51,52,52,,,
158_0,64,59,59,59,64,60,59,59,65,64,59,59,58,62,59,59,59,65,60,59,60,69,62,62,64,65,69,,,
158_1,52,48,48,48,52,49,48,48,52,51,48,48,47,50,48,48,48,52,48,48,49,58,53,53,54,55,58,,,
159_0,64,59,58,58,63,61,59,58,64,63,59,59,57,62,59,59,59,64,60,59,59,66,61,62,57,58,61,,,
159_1,44,41,41,41,45,43,41,41,45,45,41,42,41,43,42,42,42,45,42,42,43,49,45,47,46,48,50,,,
160_0,68,63,62,62,68,65,63,63,68,68,63,63,62,66,63,63,63,68,64,63,63,71,65,65,61,61,63,,,
160_1,53,49,48,49,53,50,49,49,53,52,49,49,49,51,49,49,49,53,50,49,49,57,52,53,51,51,53,,,
161_0,84,84,86,85,81,85,84,84,75,86,85,86,85,85,86,86,86,83,85,86,86,89,86,87,74,74,75,,,
161_1,60,59,61,61,59,61,60,60,54,61,61,61,61,61,62,61,61,61,61,61,62,67,65,67,57,57,58,,,
162_0,69,68,69,69,68,68,70,69,69,69,69,69,69,69,69,69,70,70,70,70,70,73,76,76,65,64,63,,,
162_1,52,52,52,52,52,52,53,52,52,52,52,52,53,53,52,53,53,53,53,53,54,56,59,59,54,54,53,,,
163_0,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,60,60,60,61,64,64,64,59,60,62,,,
163_1,45,45,45,46,46,46,46,46,46,46,45,45,45,46,46,46,46,46,46,46,46,50,51,51,48,50,51,,,
164_0,69,69,70,70,69,70,70,69,69,69,69,70,69,71,70,71,70,70,70,69,71,73,72,71,64,66,67,,,
164_1,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,55,55,55,52,55,55,,,
165_0,77,76,76,77,77,77,77,76,77,77,77,77,77,77,77,77,77,77,77,77,77,80,80,80,69,69,70,,,
165_1,58,57,58,58,58,58,57,58,58,59,58,58,58,58,58,59,58,58,59,59,58,63,64,65,58,58,58,,,
166_0,82,82,82,83,82,85,82,80,82,83,84,84,83,82,84,85,83,84,84,84,83,88,86,85,71,72,73,,,
166_1,54,54,54,54,54,55,54,55,55,54,54,55,55,55,54,55,55,54,55,54,55,59,58,58,54,55,56,,,
167_0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,64,68,69,61,66,68,,,
167_1,45,45,45,46,46,46,46,45,46,46,46,46,46,46,46,46,46,46,46,46,47,51,54,54,49,55,56,,,
168_0,73,73,73,73,73,73,73,72,74,73,73,74,73,73,73,73,73,73,73,73,73,76,79,80,69,65,66,,,
168_1,56,56,56,56,57,57,57,56,57,57,57,57,56,56,56,56,56,56,56,56,56,60,63,63,55,53,56,,,
169_0,73,72,73,73,73,73,73,72,73,73,72,72,73,71,73,73,72,71,72,73,73,75,79,81,68,66,66,,,
169_1,52,52,53,53,53,53,52,53,54,53,53,52,53,53,53,53,54,53,53,53,53,55,59,60,54,53,53,,,
170_0,44,46,47,46,44,45,46,44,46,48,48,48,46,46,46,46,45,45,45,45,46,48,52,53,54,55,56,,,
170_1,34,36,35,36,35,35,35,36,35,36,36,36,36,36,36,37,36,37,37,35,38,41,44,44,44,45,47,,,
171_0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,70,70,71,74,78,79,,,
171_1,45,45,46,46,46,46,46,46,46,46,45,45,45,46,46,46,46,46,46,46,46,49,50,51,54,57,58,,,
172_0,74,74,74,74,75,75,74,74,75,75,74,75,74,75,75,75,75,75,75,75,75,76,75,75,65,67,68,,,
172_1,49,50,50,50,50,50,50,50,50,49,50,50,49,49,50,50,50,50,49,50,50,52,52,54,50,53,54,,,
173_0,80,80,80,79,79,80,80,80,80,81,81,80,81,81,81,81,80,81,81,81,81,84,86,87,72,71,69,,,
173_1,64,63,64,63,63,63,64,64,64,64,64,64,65,64,65,65,64,64,65,64,65,67,69,69,60,61,59,,,
174_0,60,60,59,59,60,60,59,59,60,60,59,60,60,59,59,60,60,60,60,59,61,61,61,62,61,62,63,,,
174_1,56,55,54,57,57,56,54,57,59,56,57,56,57,55,55,58,59,56,57,55,59,58,59,64,56,58,59,,,
175_0,86,86,86,86,86,87,86,86,87,86,86,87,86,87,87,87,87,87,87,87,87,88,88,87,72,73,73,,,
175_1,64,64,64,64,64,64,64,64,65,64,64,65,64,64,65,65,65,65,65,65,65,67,69,70,59,60,61,,,
176_0,72,72,72,72,72,72,72,73,72,72,73,72,72,72,72,73,72,73,73,72,73,77,79,81,69,66,67,,,
176_1,56,56,56,56,56,56,56,57,57,57,57,56,57,57,57,58,57,57,57,57,57,62,63,65,55,55,57,,,
177_0,65,65,65,64,64,64,65,65,64,65,65,65,64,65,65,65,65,65,65,65,65,68,70,72,62,60,61,,,
177_1,48,48,48,47,47,48,48,48,48,48,48,48,48,49,49,48,48,48,49,49,48,52,54,57,50,49,52,,,
178_0,69,69,69,69,69,69,69,70,69,69,69,69,69,69,69,69,70,69,70,69,70,73,75,77,67,64,64,,,
178_1,56,57,56,57,56,57,56,57,57,56,57,57,57,57,57,57,57,57,57,57,57,61,64,66,56,55,56,,,
179_0,73,74,73,73,73,73,73,73,73,73,73,73,72,73,74,73,74,74,73,74,74,77,80,81,70,67,68,,,
179_1,54,55,54,54,55,55,54,55,55,54,54,55,55,55,54,55,55,55,55,55,55,59,62,63,55,55,58,,,
180_0,74,74,74,73,74,74,73,73,74,74,74,74,73,74,74,75,75,75,75,75,75,79,83,83,64,62,63,,,
180_1,60,60,60,60,59,61,59,60,60,60,60,60,60,62,61,61,62,61,62,62,62,70,74,74,57,55,57,,,
181_0,67,67,67,67,67,67,67,66,67,67,67,67,66,68,68,68,68,68,68,68,68,71,74,76,63,61,62,,,
181_1,49,49,50,50,49,49,50,49,51,49,50,50,49,51,50,50,50,50,49,51,50,54,56,57,50,49,51,,,
182_0,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,76,76,75,75,75,76,80,83,84,72,69,70,,,
182_1,57,57,57,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,62,64,65,57,56,58,,,
183_0,75,75,76,75,76,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,77,80,83,84,70,67,68,,,
183_1,53,53,54,54,54,54,53,54,54,54,54,54,54,54,54,54,55,54,54,54,55,58,60,61,53,53,55,,,
184_0,68,67,68,68,67,67,68,67,68,68,68,68,68,68,68,68,68,68,68,68,69,71,73,74,66,66,65,,,
184_1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,57,59,60,55,56,54,,,
185_0,80,79,80,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,84,86,87,70,66,65,,,
185_1,60,59,60,59,59,59,60,60,60,59,59,60,60,60,60,60,60,60,60,60,60,64,66,67,55,54,55,,,
186_0,76,76,76,76,76,77,76,76,76,76,76,76,77,76,76,76,76,76,76,76,77,81,84,86,69,67,67,,,
186_1,55,55,55,55,55,56,55,55,55,55,55,55,55,55,55,55,56,55,55,55,56,59,61,62,54,55,56,,,
187_0,74,76,77,77,68,77,77,76,70,76,77,77,77,75,76,77,77,73,77,77,78,77,82,84,74,72,71,,,
187_1,58,59,59,59,51,60,59,59,53,59,59,59,59,58,59,60,59,57,59,59,60,59,65,67,59,59,60,,,
188_0,73,72,72,72,72,73,73,70,72,73,72,71,72,73,73,72,72,73,71,73,72,74,74,75,70,71,69,,,
188_1,52,52,52,52,53,53,53,51,52,53,52,52,52,53,53,53,53,53,52,53,52,55,55,57,58,59,58,,,
189_0,41,41,41,41,41,42,42,41,42,42,42,41,41,43,42,42,42,42,42,42,42,45,46,47,56,56,56,,,
189_1,38,39,38,38,37,39,39,38,39,38,39,38,39,39,39,39,39,39,38,38,39,42,43,45,51,51,51,,,
190_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191_0,85,88,86,87,88,87,89,86,87,86,89,86,83,86,88,87,86,88,87,87,86,89,87,87,69,81,83,,,
191_1,55,57,55,56,57,57,57,55,56,56,57,56,55,57,56,56,56,56,56,56,56,59,59,58,56,64,64,,,
192_0,58,58,59,59,58,59,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,61,62,62,60,60,58,,,
192_1,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,51,52,53,51,51,48,,,
193_0,85,85,85,86,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,87,87,87,73,73,72,,,
193_1,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,52,52,53,53,53,53,55,55,56,53,53,51,,,
194_0,75,75,75,76,75,75,75,75,74,75,76,76,75,75,75,74,74,74,75,77,72,72,71,71,66,67,65,,,
194_1,71,70,71,71,71,72,72,71,70,70,71,72,71,71,71,70,70,70,71,72,67,69,68,70,62,63,61,,,
195_0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,71,70,70,67,67,65,,,
195_1,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,52,52,54,54,55,53,54,51,,,
196_0,61,61,61,61,63,63,63,63,63,63,63,60,60,60,60,60,60,60,61,61,61,63,65,65,59,59,59,,,
196_1,50,50,50,50,52,52,52,52,52,52,51,49,49,50,50,50,50,50,50,50,50,53,55,55,51,52,51,,,
197_0,76,77,74,76,62,69,40,39,40,40,40,40,40,40,40,44,44,46,46,41,40,44,66,71,64,64,64,,,
197_1,55,55,56,56,50,54,33,33,33,33,32,33,33,33,33,36,36,37,37,33,33,37,54,56,52,52,51,,,
198_0,80,80,82,82,82,82,82,81,81,82,82,81,81,82,82,82,82,83,82,83,83,86,87,87,72,72,71,,,
198_1,58,58,58,59,59,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,60,63,64,64,56,57,56,,,
199_0,67,67,67,69,68,68,67,67,68,68,68,68,67,68,69,69,67,68,69,69,69,72,73,73,64,64,63,,,
199_1,46,46,46,48,46,47,46,47,47,47,48,47,46,48,47,48,47,47,47,47,48,52,52,53,49,49,48,,,
200_0,58,58,58,58,58,61,58,58,58,58,58,58,57,57,58,58,58,58,58,58,58,59,60,69,60,61,59,,,
200_1,44,44,44,44,44,47,44,44,44,44,44,44,44,44,44,44,45,45,44,44,44,47,48,52,49,50,48,,,
201_0,69,69,69,69,68,72,69,68,68,68,69,69,68,69,69,69,68,69,69,69,68,70,69,78,68,68,67,,,
201_1,47,47,47,47,47,50,47,47,47,47,48,48,47,48,48,48,47,47,48,47,47,49,50,55,51,52,50,,,
202_0,86,86,86,86,86,86,86,85,86,86,86,87,85,85,86,86,86,86,86,86,86,87,87,89,74,74,73,,,
202_1,51,51,51,51,51,51,51,50,51,51,51,51,51,50,51,51,51,51,50,51,51,53,54,57,55,56,54,,,
203_0,64,64,64,64,64,68,65,63,64,64,64,64,63,63,64,64,65,65,64,64,64,65,65,72,66,66,65,,,
203_1,49,49,49,49,49,52,49,49,49,49,49,49,49,49,49,49,50,50,49,49,49,52,53,58,54,54,53,,,
204_0,68,68,68,67,68,68,68,67,68,68,67,68,67,67,67,68,67,68,67,68,68,72,74,75,62,63,62,,,
204_1,52,51,52,51,52,52,52,51,52,52,51,52,52,51,52,52,52,52,51,52,52,56,58,58,51,52,51,,,
205_0,61,62,62,62,62,62,62,61,62,62,62,62,61,62,62,62,62,62,62,62,62,65,67,67,59,60,60,,,
205_1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,45,45,45,45,45,45,49,51,51,47,50,49,,,
206_0,76,76,76,76,76,76,77,76,76,77,76,76,76,76,76,76,76,76,76,76,77,81,84,85,71,69,68,,,
206_1,61,61,61,62,62,61,62,61,61,62,61,62,61,61,62,61,61,62,61,61,62,66,69,70,58,57,57,,,
207_0,42,41,41,41,42,42,43,42,43,71,75,75,76,76,77,77,77,77,77,77,77,79,83,84,67,65,65,,,
207_1,36,36,36,36,36,37,37,37,37,57,58,57,57,57,58,58,58,58,57,58,58,60,63,63,54,55,54,,,
208_0,66,66,66,67,67,67,67,66,66,67,67,67,67,66,67,66,66,66,66,67,67,71,73,73,64,64,64,,,
208_1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,53,55,55,50,51,50,,,
209_0,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,65,68,69,70,61,61,61,,,
209_1,52,51,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54,58,59,62,55,55,54,,,
210_0,40,40,41,41,40,41,40,41,40,41,40,41,40,40,41,43,40,42,41,42,41,44,47,47,51,52,52,,,
210_1,34,37,33,34,35,34,35,34,39,35,35,34,35,35,34,34,37,35,34,34,35,41,39,41,45,46,46,,,
211_0,76,76,76,77,76,77,77,76,77,77,77,77,77,77,77,77,77,77,77,77,78,82,84,86,71,69,68,,,
211_1,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,60,62,63,54,53,53,,,
212_0,69,70,70,70,70,70,70,69,70,70,70,70,70,71,70,71,71,70,71,71,71,75,78,78,68,66,66,,,
212_1,49,49,50,49,49,49,49,49,49,49,49,49,49,50,49,49,49,49,49,49,50,54,56,56,51,51,51,,,
213_0,63,63,63,63,63,63,64,63,63,64,64,64,63,64,64,64,64,64,64,64,65,68,69,68,67,67,67,,,
213_1,51,50,50,50,50,50,51,50,50,51,51,51,51,51,51,51,51,51,51,51,53,56,57,56,56,56,55,,,
214_0,68,67,67,67,68,67,68,67,67,68,68,68,67,68,68,68,68,68,68,68,69,73,75,75,71,71,71,,,
214_1,51,50,51,51,51,51,51,51,51,51,51,51,51,52,52,51,52,52,51,52,53,56,58,57,56,56,56,,,
215_0,65,66,65,65,66,65,65,65,66,66,66,66,66,66,66,66,67,66,66,67,67,72,74,74,65,65,64,,,
215_1,54,55,54,54,55,54,55,54,55,55,54,55,55,55,55,55,56,55,55,56,56,60,61,61,56,56,56,,,
216_0,81,81,80,80,80,78,80,79,80,78,80,80,77,80,81,80,79,80,81,81,81,84,86,87,70,68,68,,,
216_1,53,53,56,51,56,54,56,51,56,53,52,56,53,56,53,56,52,53,54,53,55,60,60,62,53,53,53,,,
217_0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,36,40,42,42,48,48,48,,,
217_1,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,28,28,28,28,31,34,36,36,40,40,39,,,
218_0,77,78,78,77,72,52,48,48,48,75,80,81,81,81,81,81,81,81,81,81,81,83,87,87,74,71,70,,,
218_1,61,61,61,60,55,42,40,40,40,61,62,62,62,62,62,62,63,63,63,63,63,65,67,67,59,59,57,,,
219_0,53,53,53,53,52,53,53,53,54,53,53,53,53,53,53,54,53,53,53,53,55,57,58,57,56,56,56,,,
219_1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,45,47,46,46,45,45,,,
220_0,52,52,52,52,52,52,51,52,52,53,52,53,52,52,52,52,52,52,52,53,53,55,57,57,57,57,57,,,
220_1,42,43,43,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,43,47,49,50,50,50,50,,,
221_0,85,85,85,86,84,83,84,84,85,85,86,86,85,85,85,85,86,85,85,86,87,88,88,87,78,79,78,,,
221_1,53,52,53,54,53,52,53,52,53,53,54,54,53,53,53,53,53,53,53,54,56,61,63,63,55,55,55,,,
222_0,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,71,74,75,59,56,55,,,
222_1,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,59,62,63,51,49,49,,,
223_0,71,71,71,71,71,71,71,69,71,71,71,71,71,71,71,71,71,71,72,72,72,75,77,77,70,70,69,,,
223_1,52,52,52,53,53,53,53,51,53,53,53,53,53,53,53,53,53,52,52,53,53,58,60,59,54,55,54,,,
224_0,74,74,74,74,74,74,75,74,75,75,75,75,75,75,75,75,75,75,75,75,75,80,83,84,68,64,64,,,
224_1,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,60,63,64,54,52,53,,,
225_0,77,78,78,77,78,78,78,77,78,78,78,78,78,78,78,78,78,78,78,78,79,83,86,87,76,75,75,,,
225_1,54,55,55,55,55,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,59,62,62,56,57,57,,,
226_0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,83,87,87,67,65,63,,,
226_1,46,47,47,47,47,46,47,46,47,47,47,47,47,47,47,47,47,47,47,47,48,52,55,55,48,48,46,,,
227_0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,73,77,78,66,64,62,,,
227_1,57,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,65,70,71,57,56,54,,,
