Series ID,Thu Mar 21 2019 19:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:25:00 GMT-0500 (Central Daylight Time)
53_3,0.499583,0.499583,0.5,0.500417,0.500417,0.500278,0.500972,0.500972,0.499861,0.499861,0.5,0.5,0.499861,0.500139,0.500139,0.500139,0.500139,0.499861,0.499861,0.499444,0.499444,0.500417,0.500417,0.500417,0.500556,0.500417,0.500278,,,
53_4,19.674531546365966,19.52081205577673,19.535402380307232,19.51143256143569,19.56614627842508,19.544781874648272,19.71100735769223,19.71100735769223,19.529149384079872,19.535402380307232,19.542697542572483,19.542697542572483,19.572920357671386,19.543218625591432,19.633887070888136,19.561977614273506,19.685474289763846,19.603143172770285,19.554682452008255,19.564061946349295,19.431185776517914,19.568751693519815,19.568751693519815,19.558851116159826,19.59949559163766,19.43691768972633,19.571357108614546,,,
53_5,9870,9660,9660,10010,9800,9800,9800,9660,9800,9660,9660,9660,9590,9800,10010,9800,9870,10010,9800,9800,10010,11130,12250,13090,8330,8890,9170,,,
53_6,9870,9660,9590,10080,9870,9870,10010,9450,9800,9800,9800,9450,9590,9800,10010,9870,9800,9800,9870,9800,10010,11130,12250,13300,8470,8890,9170,,,
53_7,9800,9450,9450,10010,9800,9800,9800,9450,9800,9800,9380,9660,9590,9800,9870,9800,9660,9870,9800,9800,10010,11060,12250,13020,8330,8890,9170,,,
53_8,9800,9870,9590,10010,9660,9800,9870,9590,9800,9800,9800,9450,9590,9800,10010,9800,9800,9800,9800,9800,10010,11340,12250,13300,8330,8890,9170,,,
53_9,90.625,88.75,88.125,84.0625,88.125,88.75,87.8125,86.875,85.3125,87.1875,85.3125,82.5,74.6875,88.75,83.125,87.5,86.5625,84.375,87.8125,84.0625,85.9375,90.3125,86.25,81.875,61.875,53.125,56.5625,,,
54_0,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,61,63,66,66,59,66,71,,,
54_1,44,45,44,44,44,44,45,44,44,45,44,45,45,45,45,45,45,45,45,45,46,48,51,52,47,55,58,,,
54_2,17,17,17,18,17,17,17,17,17,17,17,18,17,17,18,18,17,18,18,18,20,25,29,31,28,33,35,,,
54_3,0.500694,0.500556,0.500556,0.500556,0.500417,0.500972,0.500694,0.500694,0.500278,0.500556,0.500556,0.500417,0.500833,0.500833,0.501111,0.501389,0.500833,0.500556,0.500139,0.500278,0.500278,0.500417,0.500417,0.500417,0.500556,0.500417,0.49875,,,
54_4,3.6684244533839134,3.6684244533839134,3.6679033703649666,3.6694666194218066,3.6684244533839134,3.6684244533839134,3.6684244533839134,3.6689455364028603,3.6684244533839134,3.6908310231986166,3.669987702440753,3.6673822873460202,3.6684244533839134,3.6684244533839134,3.6673822873460202,3.6689455364028603,3.6673822873460202,3.684056943952311,3.684056943952311,3.684056943952311,3.6705087854596994,3.6705087854596994,3.6668612043270734,3.6668612043270734,3.6673822873460202,3.6564395439481423,3.7392917439606483,,,
54_5,8750,8680,8750,8750,8890,8890,8750,8890,8960,8890,8750,8750,8750,8890,8890,8960,8890,8960,8960,9170,8890,9590,9870,10500,8470,8750,9310,,,
54_6,8680,8540,8680,8680,8540,8750,8680,8750,8890,8750,8540,8540,8680,8680,8680,8890,8750,8890,8750,9170,8750,9380,10010,10220,8330,8680,8890,,,
54_7,8680,8750,8750,8680,8890,8750,8750,8890,8890,8890,8680,8680,8680,8890,8890,8890,8890,8960,8890,9170,8890,9450,9800,10430,8470,8680,9310,,,
54_8,8680,8680,8680,8680,8750,8890,8680,8890,8890,8890,8680,8680,8680,8750,8680,8960,8890,8960,8890,9170,8890,9450,10220,10290,8330,8750,9170,,,
54_9,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.4375,73.75,73.75,73.75,73.4375,73.4375,73.4375,73.75,73.75,57.8125,58.4375,58.4375,,,
55_0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,71,75,76,68,60,61,,,
55_1,48,49,48,49,49,49,49,49,49,49,49,48,49,49,49,49,49,49,49,49,50,53,56,57,51,46,51,,,
55_2,17,17,17,18,17,18,17,17,18,17,17,18,17,17,18,18,18,18,18,18,20,25,29,31,28,33,35,,,
55_3,0.486528,0.486667,0.4875,0.487361,0.486944,0.486944,0.486667,0.486667,0.486528,0.486528,0.486528,0.486389,0.48625,0.486389,0.486389,0.486389,0.486667,0.486944,0.487083,0.487083,0.486944,0.486944,0.486944,0.487222,0.487361,0.487222,0.419167,,,
55_4,14.438689371990746,14.440252621047586,14.441815870104426,14.441294787085479,14.439731538028639,14.440773704066533,14.440252621047586,14.442336953123373,14.474123017279114,14.439731538028639,14.440252621047586,14.439731538028639,14.441815870104426,14.441815870104426,14.441294787085479,14.442858036142319,14.442858036142319,14.443379119161266,14.443900202180213,14.441815870104426,14.441294787085479,14.441294787085479,14.441294787085479,14.441294787085479,14.444421285199159,13.612772786960418,13.603393292619382,,,
55_5,8750,8750,8890,8750,8890,8890,8890,8890,8960,8750,8890,8750,8680,8890,8890,8960,8960,8960,8890,9170,8890,9590,9870,10500,8330,8750,9310,,,
55_6,8680,8680,8540,8680,8750,8750,8680,8750,8960,8540,8680,8680,8540,8750,8750,8890,8540,8890,8680,9100,8750,9380,9800,10290,8260,8680,9170,,,
55_7,8680,8680,8890,8680,8890,8890,8890,8680,8960,8750,8750,8750,8680,8890,8890,8960,8890,8890,8890,9170,8890,9450,9870,10500,8330,8750,9310,,,
55_8,8680,8680,8750,8750,8890,8750,8680,8890,8890,8680,8680,8750,8680,8750,8750,8890,8750,8960,8750,9170,8750,9450,9870,10430,8330,8750,9170,,,
55_9,75,75,75,75,75,75,75,75,75,75,75.625,75,75,75,75,75,75,75,75,75,75,75.3125,75.9375,76.5625,54.0625,44.375,44.0625,,,
56_0,63,63,64,65,63,64,64,63,63,64,64,64,63,63,64,64,64,64,64,64,65,69,71,72,61,63,68,,,
56_1,46,46,45,48,45,47,47,46,45,47,47,46,46,46,47,46,47,46,47,47,47,51,55,56,48,54,58,,,
56_2,18,18,18,18,18,19,18,18,18,18,18,18,18,18,19,19,18,19,19,19,21,26,31,32,29,33,34,,,
56_3,0.501389,0.501528,0.501944,0.501667,0.500833,0.500694,0.50125,0.500556,0.500556,0.500694,0.500972,0.500972,0.500278,0.500417,0.500833,0.500556,0.500556,0.500833,0.501528,0.501528,0.501111,0.501111,0.500694,0.500694,0.500694,0.50125,0.50125,,,
56_4,5.72201263105238,5.744940283886029,5.89553327636159,5.89553327636159,5.749108948037602,5.7855847593638625,5.734518623507098,5.763699272568106,5.763699272568106,5.892406778247911,5.754840861246015,5.760572774454427,5.765262521624946,5.765262521624946,5.762657106530212,5.888759197115285,5.763699272568106,5.775684182003877,5.773599849928091,5.775684182003877,5.768389019738625,5.956499989578339,5.956499989578339,5.790795589553328,5.658440502740897,5.78141609521229,5.801217249932259,,,
56_5,9170,9170,9310,9170,9170,9170,9170,8890,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9450,9800,10080,8750,8750,8960,,,
56_6,8890,9170,9170,9100,9170,9170,9170,8890,9170,9170,9170,9100,9170,9100,9170,9170,9170,9170,9170,9170,9310,9450,9800,10010,8680,8890,8960,,,
56_7,9170,9170,9170,9170,9100,9170,9100,8890,9170,9170,9100,9100,9100,9100,9170,9170,9100,9100,9100,9100,9170,9450,9800,10010,8680,8890,8890,,,
56_8,8890,9100,9170,9170,9170,9170,9170,8890,9100,9100,9170,9170,9100,9170,9170,9100,9170,9170,9170,9170,9170,9450,9800,10080,8890,8750,8960,,,
56_9,89.375,85.625,87.5,88.75,90.625,82.5,74.375,73.125,90,88.125,87.5,89.375,82.8125,88.75,84.6875,84.0625,88.125,90.625,87.1875,90,79.6875,90,79.6875,85.625,53.4375,61.5625,54.6875,,,
57_0,66,66,66,67,66,66,66,67,66,66,66,66,67,66,66,67,67,67,67,67,67,71,74,75,66,66,69,,,
57_1,48,48,48,49,48,48,48,49,48,48,48,48,48,48,48,49,49,49,49,49,49,54,57,57,51,55,58,,,
57_2,18,18,18,18,18,19,18,18,18,18,18,18,18,19,19,19,18,19,19,19,21,26,31,32,29,33,34,,,
57_3,0.499444,0.499583,0.499861,0.499583,0.499722,0.498611,0.499306,0.499583,0.499861,0.499861,0.500278,0.500278,0.5,0.500417,0.500417,0.500694,0.500139,0.500139,0.500139,0.500139,0.500139,0.50125,0.501667,0.500694,0.500694,0.500556,0.500694,,,
57_4,17.006586489359485,16.951872772370095,16.95968901765429,16.97688475727953,16.95968901765429,17.15040540258874,17.15040540258874,16.97063176105217,16.97063176105217,16.970110678033226,16.980011255393208,16.97688475727953,16.985222085582674,16.984179919544783,16.978969089355317,16.978969089355317,17.023261145965776,17.0347249723826,17.040456885591013,16.995122662942663,16.995122662942663,17.01544490068158,16.996685911999503,17.00867082143527,16.89455364028597,17.001375659170023,17.094649519561457,,,
57_5,9170,9170,9310,9170,9170,9170,9170,8960,9170,9170,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9450,9800,10080,8890,8750,9170,,,
57_6,9170,9170,9170,9100,9170,9100,9100,8960,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9380,9800,10080,8680,8680,9170,,,
57_7,9170,9100,9170,9100,9170,9170,9100,8890,9100,9100,9170,9100,9100,9100,9170,9170,9170,9170,9100,9100,9170,9380,9660,10010,8750,8680,9170,,,
57_8,9170,9170,9170,9170,9170,9170,9100,8960,9170,9170,9100,9170,9170,9100,9100,9170,9170,9170,9170,9170,9100,9450,9800,10010,8680,8680,9310,,,
57_9,85,87.8125,86.5625,76.875,81.25,83.4375,88.75,78.4375,89.0625,88.75,87.8125,88.75,81.25,80.9375,87.5,88.75,82.1875,89.6875,77.8125,90.625,88.75,91.5625,90.3125,90.3125,58.4375,52.5,52.1875,,,
58_0,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,77,78,78,64,69,73,,,
58_1,47,48,47,47,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,52,53,53,49,57,59,,,
58_2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,20,20,20,21,26,30,31,28,35,36,,,
58_3,0.496528,0.495694,0.494861,0.498472,0.507361,0.499583,0.496111,0.498194,0.497917,0.495972,0.497917,0.497778,0.495278,0.495833,0.496111,0.493889,0.493889,0.494861,0.495694,0.495694,0.494583,0.496944,0.498611,0.494167,0.492222,0.493472,0.493472,,,
58_4,14.3162348625383,14.314150530462513,14.313629447443569,14.316755945557247,14.316755945557247,14.315713779519353,14.315192696500407,14.316755945557247,14.316755945557247,14.315192696500407,14.317277028576193,14.313629447443569,14.317277028576193,14.3162348625383,14.314150530462513,14.329261938011964,14.348020926694042,14.31936136065198,14.316755945557247,14.316755945557247,14.31467161348146,14.31467161348146,14.316755945557247,14.3162348625383,14.319882443670927,14.318840277633033,14.318319194614087,,,
58_5,11480,11480,11480,11480,11480,11480,11480,11480,11550,11550,11480,11480,11480,11550,11480,11550,11550,11550,11550,11550,11550,12670,13860,14420,9170,9870,11060,,,
58_6,11550,11550,11340,11340,11340,11550,11550,11480,11550,11550,11550,11550,11550,11550,11480,11480,11550,11550,11550,11550,11690,12670,14560,14560,9310,9380,11060,,,
58_7,11480,11480,11480,11480,11480,11480,11550,11340,11480,11480,11550,11550,11480,11550,11480,11550,11550,11550,11550,11550,11690,12460,13860,14420,9310,9870,11060,,,
58_8,11550,11550,11550,11480,11550,11480,11480,11550,11480,11550,11550,11690,11550,11550,11480,11480,11480,11550,11480,11550,11690,12880,14630,14560,9310,9380,11060,,,
58_9,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,88.125,88.4375,88.125,55,55.625,55.9375,,,
59_0,85,85,85,85,85,85,85,85,86,85,85,85,85,85,85,85,86,86,86,86,85,87,87,87,79,83,87,,,
59_1,53,53,52,53,53,53,53,53,53,53,53,53,53,53,54,54,53,54,53,53,53,56,57,57,56,62,63,,,
59_2,19,19,19,19,19,19,19,19,19,19,19,19,18,19,20,19,19,20,20,20,21,26,30,31,28,35,36,,,
59_3,0.488889,0.490972,0.492222,0.492083,0.490278,0.490694,0.490694,0.492917,0.492917,0.486944,0.488333,0.486944,0.490139,0.492778,0.495139,0.497083,0.4925,0.492778,0.492778,0.490556,0.490556,0.490556,0.489861,0.48875,0.482778,0.485417,0.486667,,,
59_4,31.22642099339267,31.224857744335832,31.22589991037372,31.225378827354778,31.22954749150635,31.22746315943056,31.222773412260043,31.222252329241098,31.223294495278992,31.230068574525294,31.23111074056319,31.23111074056319,31.23111074056319,31.2290264084874,31.2290264084874,31.22798424244951,31.230068574525294,31.22954749150635,31.22954749150635,31.2290264084874,31.224857744335832,31.226942076411614,31.22589991037372,31.22798424244951,31.230068574525294,31.22798424244951,31.2290264084874,,,
59_5,11480,11480,11480,11480,11480,11480,11480,11480,11550,11550,11550,11480,11480,11480,11480,11550,11550,11550,11550,11550,11550,12600,13860,14420,9310,9870,11060,,,
59_6,11480,11690,11340,11340,11480,11550,11550,11480,11550,11480,11480,11550,11550,11480,11480,11480,11550,11550,11550,11550,11690,12670,14770,14630,9310,9450,11060,,,
59_7,11480,11480,11480,11480,11480,11480,11550,11340,11480,11550,11550,11550,11480,11480,11480,11480,11550,11550,11550,11480,11550,12670,13860,14420,9310,9870,11060,,,
59_8,11550,11550,11550,11550,11480,11480,11550,11480,11480,11480,11270,11690,11550,11550,11480,11480,11550,11550,11550,11480,11550,12670,14770,14420,9310,9450,11060,,,
59_9,105,100.625,96.25,93.4375,104.6875,105,104.6875,94.6875,104.6875,105.625,104.6875,105,95,97.5,105.3125,104.0625,103.4375,104.375,103.125,105,105.625,104.375,101.5625,100.3125,75,75.625,75.3125,,,
60_0,63,63,63,63,64,64,64,64,64,64,64,64,63,64,64,64,64,64,64,64,65,67,69,70,60,58,57,,,
60_1,51,52,51,51,53,52,52,52,52,52,51,52,51,52,52,53,52,52,52,52,53,55,57,58,51,51,50,,,
60_2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,26,28,30,31,31,26,,,
60_3,0.499722,0.5,0.500833,0.500972,0.501111,0.500556,0.500833,0.500417,0.500278,0.500417,0.500278,0.500139,0.500139,0.500139,0.499861,0.5,0.500417,0.500417,0.5,0.500417,0.500417,0.501111,0.500972,0.500833,0.500972,0.500278,0.500556,,,
60_4,6.46664026512704,6.414531963232383,6.380661567000854,6.38743564624716,6.389519978322947,6.395251891531359,6.565124955707944,6.565124955707944,6.396294057569253,6.44996560852075,6.412968714175543,6.4020259707776646,6.5807574462763405,6.407757883986077,6.4348542009713,6.454655355691269,6.467682431164934,6.513537736832233,6.60993809533735,6.43016445380078,6.43016445380078,6.435375283990245,6.442149363236551,6.435375283990245,6.441628280217604,6.538549721741668,6.449444525501804,,,
60_5,9310,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9450,9870,9800,9380,8750,8540,,,
60_6,9170,9310,9170,9170,9310,9310,9310,9310,9170,9310,9170,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9450,9870,9800,9310,8890,8540,,,
60_7,9310,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,9170,9310,9310,9310,9310,9310,9380,9380,9310,9380,9450,9870,9800,9310,8890,8540,,,
60_8,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9450,9870,9800,9310,8890,8540,,,
60_9,85.9375,93.4375,91.875,79.0625,90,88.75,93.4375,90,85.9375,90.9375,92.8125,91.875,82.1875,76.875,87.1875,83.75,86.875,86.25,95.625,86.25,89.6875,85.9375,93.75,94.0625,62.1875,61.25,61.25,,,
61_0,79,80,80,80,80,80,80,79,80,80,80,80,79,80,80,80,80,80,80,80,81,83,84,86,77,76,74,,,
61_1,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,65,65,66,66,68,69,70,64,65,62,,,
61_2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,26,28,30,31,31,26,,,
61_3,0.500139,0.500556,0.500139,0.500417,0.499306,0.500139,0.499861,0.5,0.501806,0.501806,0.501528,0.500972,0.499444,0.49875,0.499306,0.499167,0.5,0.5,0.500139,0.499583,0.499583,0.499861,0.499583,0.501806,0.502083,0.502639,0.501389,,,
61_4,71.96938116180671,71.96052275048461,71.95843841840882,71.95895950142777,71.95895950142777,71.95948058444672,71.9558330033141,71.9558330033141,71.95843841840882,71.96052275048461,71.95948058444672,71.95791733538988,71.98136607124248,71.9626070825604,71.9626070825604,71.95948058444672,71.95948058444672,71.96000166746568,71.9996039769056,71.9636492485983,71.96052275048461,71.96052275048461,71.95948058444672,71.96208599954146,71.96000166746568,71.9917877316214,71.9917877316214,,,
61_5,9310,9170,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,9170,9310,9310,9170,9310,9310,9310,9310,9310,9450,9870,9800,9380,8750,8540,,,
61_6,9170,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9170,9310,9310,9310,9310,9380,9310,9310,9310,9450,9870,9800,9380,8750,8470,,,
61_7,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9380,9310,9380,9380,9310,9310,9450,9870,9800,9310,8890,8540,,,
61_8,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9380,9310,9450,9870,9800,9310,8960,8680,,,
61_9,102.1875,101.875,102.1875,101.875,101.875,102.1875,101.5625,102.1875,102.1875,102.1875,101.875,101.875,100.9375,102.1875,102.1875,102.1875,102.1875,102.1875,102.5,101.875,102.1875,102.1875,102.1875,102.8125,79.375,78.75,79.375,,,
62_0,58,58,58,58,58,58,58,58,58,58,57,59,58,58,58,58,58,57,58,59,59,61,61,62,59,59,57,,,
62_1,45,45,45,45,45,45,45,45,46,45,45,46,45,45,45,45,45,45,45,46,47,49,49,50,50,50,47,,,
62_2,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,22,22,24,26,29,30,31,31,23,,,
62_3,0.494444,0.497778,0.499028,0.497222,0.492639,0.493333,0.494444,0.493056,0.49125,0.49,0.49375,0.494028,0.492083,0.493472,0.492778,0.494861,0.495694,0.495694,0.493889,0.488472,0.488472,0.488472,0.492222,0.498889,0.494722,0.490417,0.492639,,,
62_4,26.8962211059466,26.896742188965547,26.896742188965547,26.897263271984496,26.897263271984496,26.898305438022387,26.89778435500344,26.898826521041336,26.89778435500344,26.898305438022387,26.900389770098176,26.902995185192907,26.90247410217396,26.903516268211856,26.901953019155016,26.901953019155016,26.901953019155016,26.900389770098176,26.90091085311712,26.90091085311712,26.89934760406028,26.901431936136067,26.901953019155016,26.900389770098176,26.902995185192907,26.901431936136067,26.902995185192907,,,
62_5,11550,11550,11550,11550,11550,11480,11690,11690,11480,11830,11760,11970,11760,11830,12040,11830,11970,12040,11830,11760,11970,13020,14560,14630,8890,8960,8750,,,
62_6,11480,11480,11480,11480,11480,11480,11550,11690,11480,11480,11760,11830,11690,11760,11830,11760,11830,11830,11760,11690,11830,13090,14350,14350,8750,8890,8680,,,
62_7,11550,11480,11550,11480,11550,11550,11550,11690,11480,11830,11760,11970,11760,11830,11830,11760,11970,11970,11760,11830,11970,13020,14420,14420,8890,8960,8680,,,
62_8,11550,11550,11550,11480,11550,11550,11550,11690,11550,11480,11760,11970,11760,11830,11970,11830,11970,11970,11760,11760,12040,13230,14420,14560,8890,8890,8750,,,
62_9,84.0625,84.0625,84.0625,84.0625,84.375,84.375,84.375,84.0625,84.375,84.0625,84.0625,84.0625,84.0625,84.0625,84.0625,84.0625,84.0625,84.0625,84.0625,84.375,84.375,84.375,84.375,84.6875,53.125,53.125,53.4375,,,
63_0,60,60,60,60,60,60,60,59,60,59,59,60,59,59,60,59,59,59,59,60,60,61,61,61,62,63,60,,,
63_1,52,52,52,52,52,52,52,52,52,52,52,53,52,52,52,52,52,52,52,53,52,54,55,55,54,55,51,,,
63_2,21,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,24,26,29,30,31,31,23,,,
63_3,0.50125,0.501667,0.501111,0.500833,0.500278,0.500417,0.500694,0.500833,0.500694,0.500139,0.500556,0.500556,0.500556,0.500972,0.500972,0.500833,0.500833,0.50125,0.501528,0.501389,0.501111,0.501111,0.500139,0.500417,0.500417,0.498889,0.498472,,,
63_4,15.504825228755445,15.503783062717552,15.504825228755445,15.502740896679661,15.503261979698607,15.503261979698607,15.503261979698607,15.502219813660714,15.5043041457365,15.505346311774392,15.5043041457365,15.5043041457365,15.503261979698607,15.502219813660714,15.503783062717552,15.503783062717552,15.51941555328595,15.503261979698607,15.535048043854347,15.503261979698607,15.503261979698607,15.5043041457365,15.5043041457365,15.5043041457365,15.5043041457365,15.525147466494364,15.506388477812285,,,
63_5,11550,11550,11480,11550,11550,11550,11760,11760,11550,11830,11760,11970,11760,11830,12040,11830,12040,12040,11830,11760,11970,13090,14630,14630,8890,8890,8750,,,
63_6,11480,11480,11480,11480,11480,11480,11550,11550,11480,11480,11690,11830,11760,11760,11760,11760,11970,11830,11760,11690,11830,13020,14350,14350,8750,8890,8680,,,
63_7,11550,11550,11550,11550,11550,11480,11690,11690,11480,11830,11830,11970,11760,11830,11970,11760,11970,11970,11760,11760,11830,13020,14420,14560,8890,8960,8750,,,
63_8,11550,11550,11550,11550,11550,11550,11760,11760,11480,11480,11760,11970,11760,11830,11970,11760,11970,11970,11760,11760,11970,13020,14420,14560,8890,8890,8680,,,
63_9,84.375,84.375,84.6875,84.375,84.375,84.375,84.6875,84.0625,84.6875,84.6875,85,85,83.4375,84.6875,84.6875,84.375,84.375,84.0625,84.6875,84.6875,84.6875,85.3125,85,84.6875,55.625,55.625,55.625,,,
64_0,54,54,54,55,55,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,56,58,61,61,58,63,62,,,
64_1,39,39,39,40,40,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,41,43,45,46,46,48,48,,,
64_2,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,23,28,28,23,,,
64_3,0.50125,0.500417,0.500556,0.500417,0.500417,0.500417,0.500278,0.500556,0.500833,0.500833,0.500278,0.500417,0.500139,0.500417,0.500972,0.50125,0.501111,0.500556,0.500556,0.500556,0.500556,0.500556,0.500417,0.500139,0.500417,0.500694,0.498889,,,
64_4,16.4406903307835,16.4406903307835,16.440169247764555,16.441732496821395,16.44225357984034,16.44225357984034,16.4406903307835,16.470913145882403,16.440169247764555,16.441732496821395,16.43964816474561,16.4485065760677,16.440169247764555,16.43912708172666,16.438605998707715,16.43964816474561,16.4406903307835,16.44225357984034,16.452675240219275,16.440169247764555,16.43964816474561,16.43964816474561,16.440169247764555,16.44121141380245,16.44121141380245,16.506867874189716,16.57460866665277,,,
64_5,10290,10290,10290,10290,10500,10500,10500,10080,10290,10290,10290,10290,10290,10290,10290,10430,10430,10430,10290,10290,10290,11830,12390,13650,8330,8470,8260,,,
64_6,10290,10220,10220,10220,10500,10500,10430,10080,10220,10220,10290,10290,10290,10220,10290,10290,10290,10290,10290,10220,10290,11830,12250,13650,8470,8330,8260,,,
64_7,10220,10220,10220,10290,10640,10430,10500,10080,10220,10220,10290,10220,10290,10220,10220,10290,10290,10290,10290,10220,10290,11970,12250,13650,8470,8330,8120,,,
64_8,10220,10220,10220,10220,10500,10430,10430,10080,10220,10220,10220,10220,10290,10290,10220,10220,10290,10290,10430,10220,10220,11830,12250,13650,8330,8330,8120,,,
64_9,70.3125,70.3125,70.625,70.625,70.625,70.625,70.3125,70.9375,70.625,70.3125,70.625,70.3125,70.3125,70.625,70.625,70.625,70.9375,70.9375,70.625,70.625,70.625,70.625,70.9375,70.9375,56.875,57.1875,57.1875,,,
65_0,84,84,85,85,86,84,84,84,84,85,86,84,84,84,85,85,85,85,85,85,86,87,86,87,73,74,73,,,
65_1,71,71,72,72,73,72,71,71,71,72,73,71,72,71,72,72,72,72,72,71,73,75,76,77,63,64,62,,,
65_2,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,23,28,28,23,,,
65_3,0.497083,0.497778,0.4975,0.497917,0.496389,0.497778,0.497778,0.497361,0.49875,0.499306,0.499028,0.4975,0.497083,0.497222,0.497639,0.498194,0.497361,0.497361,0.496528,0.496111,0.495694,0.496667,0.498056,0.498472,0.498194,0.495972,0.495833,,,
65_4,30.812681076349083,30.812681076349083,30.815286491443818,30.814765408424872,30.813723242386978,30.816328657481712,30.819455155595392,30.817891906538552,30.817891906538552,30.828313566917483,30.828313566917483,30.815807574462763,30.818934072576443,30.816849740500658,30.847593638618505,30.815807574462763,30.814244325405923,30.815807574462763,30.817370823519603,30.817370823519603,30.814244325405923,30.814244325405923,30.817891906538552,30.816849740500658,30.811638910311196,30.818412989557498,30.813723242386978,,,
