Series ID,Q1 1991,Q2 1991,Q3 1991,Q4 1991,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019
0_16,100.00,99.55,99.19,100.64,101.54,101.67,103.28,104.20,105.24,106.57,108.66,110.53,112.27,114.58,115.45,116.50,118.67,119.90,121.44,123.34,124.31,125.93,126.86,127.30,127.78,129.87,131.87,133.39,136.04,136.40,138.56,142.69,144.66,145.83,147.16,147.57,150.39,151.69,153.43,154.21,155.89,158.35,159.74,162.31,162.93,164.17,165.75,167.41,169.33,169.75,172.90,174.23,176.30,178.67,179.17,181.12,182.94,185.25,186.70,188.22,192.09,192.33,194.64,195.72,197.76,198.91,199.72,198.88,197.44,197.02,194.81,194.59,195.73,193.49,193.96,194.99,190.74,194.23,189.55,189.00,184.93,184.74,185.59,185.88,186.90,188.31,191.62,191.19,189.47,193.65,194.61,193.94,199.43,200.44,202.03,203.48,205.89,206.57,208.91,211.04,215.19,218.67,219.60,225.11,225.65,228.47,230.57,234.12,237.98,241.60,242.03,247.91,250.64,253.48,258.88,259.43
0_17,100.00,100.29,100.23,101.64,103.33,103.34,105.37,106.78,107.63,109.43,110.41,111.52,114.28,115.43,116.86,117.85,118.86,120.34,121.52,123.48,123.72,125.30,126.89,128.06,129.53,130.22,131.48,132.03,133.01,135.44,136.33,138.49,140.43,142.01,144.02,145.27,147.56,148.40,149.57,150.69,151.86,153.36,154.63,156.19,156.95,158.77,159.27,161.86,163.38,165.33,167.69,168.80,172.57,172.72,174.58,177.17,178.59,180.51,182.59,184.41,187.98,187.71,188.60,189.38,191.19,192.16,191.36,191.43,190.03,190.28,189.72,187.31,187.25,187.24,187.19,186.90,186.50,185.67,185.60,186.75,183.26,181.75,182.64,182.05,184.61,185.74,184.80,186.73,187.39,189.76,192.03,191.72,191.61,193.97,195.10,197.00,199.69,200.64,203.03,207.63,209.03,210.48,213.83,215.76,219.58,224.25,228.07,230.25,233.65,235.25,238.00,242.81,244.19,249.10,250.64,253.91
0_18,100.00,101.97,103.57,104.27,105.72,107.06,108.40,110.54,111.65,112.88,115.38,118.17,120.16,121.76,123.32,122.23,123.87,126.57,128.33,129.97,132.10,132.98,133.94,135.59,137.08,137.92,138.87,140.59,142.54,144.06,146.37,148.32,148.63,150.16,151.82,152.44,154.29,156.25,156.77,157.17,159.03,160.53,162.40,164.92,164.54,167.54,169.21,171.56,174.38,175.33,178.50,181.25,183.53,187.41,189.91,192.34,195.06,199.05,202.25,213.33,218.75,222.87,227.21,230.74,233.30,234.90,236.50,235.25,234.12,232.78,230.18,228.65,229.44,228.98,226.90,227.82,227.94,227.49,227.79,225.11,221.08,222.10,222.55,223.37,222.69,225.53,228.55,229.38,234.92,236.58,235.81,239.32,239.93,241.49,245.26,246.53,249.40,251.57,254.42,255.82,259.35,259.74,261.08,266.91,264.89,269.22,273.04,273.72,274.71,276.30,276.16,279.56,281.39,284.51,285.98,287.85
0_19,100.00,101.06,100.91,100.95,102.10,99.49,100.18,101.22,95.05,99.87,97.40,97.95,98.29,98.65,97.43,97.14,97.13,98.53,98.69,98.07,101.35,100.80,102.64,101.45,102.18,102.55,102.85,105.87,106.52,108.01,109.24,112.79,113.61,116.17,118.87,121.10,122.27,127.12,129.92,132.97,137.17,139.80,145.24,147.10,152.35,156.98,162.00,165.77,170.07,173.48,177.43,186.36,186.01,194.56,199.80,203.72,209.62,214.17,218.19,219.95,220.04,219.47,219.65,218.80,219.41,220.41,219.09,220.12,216.43,214.97,214.12,205.61,211.52,210.56,204.95,203.96,202.92,199.50,202.26,200.39,196.86,196.03,197.94,198.90,194.64,196.04,193.36,198.32,202.73,201.10,202.01,199.97,203.63,204.84,207.46,204.88,206.23,213.61,211.22,213.34,218.80,217.76,221.27,229.74,228.14,232.59,236.46,239.36,241.63,248.39,249.10,254.52,257.61,261.88,268.34,267.83
0_20,100.00,100.13,99.67,101.06,102.88,100.43,102.16,102.15,101.16,101.30,101.90,101.84,102.05,102.75,101.83,101.37,101.34,100.72,101.94,102.00,102.41,102.22,102.36,102.22,102.77,102.18,102.47,103.54,104.46,104.87,105.48,106.99,108.90,110.32,111.36,113.50,114.96,117.97,120.13,121.91,125.31,128.76,132.20,136.23,140.10,144.95,150.55,156.62,159.25,165.83,172.59,179.30,187.01,195.34,205.29,214.47,224.98,236.93,247.33,254.68,259.48,263.88,262.58,265.40,269.19,267.61,263.34,260.22,249.22,236.95,231.31,220.09,221.88,217.04,215.87,211.53,211.80,210.87,205.05,206.25,200.72,197.76,199.28,198.01,197.76,203.35,204.04,206.85,211.11,213.03,216.53,217.89,218.04,219.15,217.91,219.90,219.93,221.75,223.32,222.96,227.61,230.20,229.15,235.94,237.08,239.06,242.53,244.74,248.02,248.76,250.16,251.00,252.08,253.70,256.76,260.53
0_21,100.00,97.92,96.82,97.29,98.67,95.66,96.22,96.47,94.96,96.08,96.47,96.33,96.98,97.14,97.37,97.80,98.17,98.53,99.19,99.86,101.21,102.13,103.06,104.43,104.73,106.83,108.10,110.42,112.74,115.59,118.59,121.24,124.63,128.37,132.27,136.10,140.64,146.24,150.63,156.50,162.64,167.69,172.76,177.32,182.52,189.21,196.38,202.17,206.13,210.72,214.75,222.64,227.32,232.25,237.90,242.88,246.99,250.68,251.99,251.63,250.20,246.10,243.21,240.43,238.41,238.38,235.06,231.32,229.12,221.84,218.66,217.04,219.56,215.51,214.79,215.17,214.91,214.03,212.46,212.47,208.97,208.93,208.01,207.01,206.77,207.55,209.56,211.79,215.48,218.53,221.55,223.62,223.97,229.06,230.54,232.51,234.62,238.50,240.24,243.03,246.53,249.01,253.34,257.69,261.76,267.58,271.73,275.01,279.92,283.96,286.40,291.85,294.60,295.30,299.37,303.22
0_22,100.00,100.85,101.28,102.24,103.72,103.92,104.82,105.98,105.65,107.02,108.00,109.31,110.66,112.13,113.89,115.61,117.86,120.29,122.69,125.31,127.83,130.33,132.68,134.85,136.98,139.02,140.65,143.05,145.08,147.48,149.95,152.70,155.30,157.73,160.29,162.91,165.87,168.82,171.19,173.22,175.39,177.29,179.53,181.23,183.09,184.80,186.10,188.23,189.79,190.41,192.74,194.23,195.81,196.97,198.15,199.81,200.61,200.83,201.09,200.00,197.76,196.35,194.32,191.55,189.35,185.78,180.18,173.77,168.90,162.46,158.02,151.64,157.99,152.20,148.46,146.65,144.54,144.86,143.59,143.04,139.72,137.79,140.19,141.17,141.78,145.97,148.28,151.21,156.23,160.12,162.90,164.78,168.14,170.45,173.98,176.50,178.08,181.79,182.99,187.34,189.89,192.42,196.37,199.73,204.18,208.01,211.41,215.77,220.61,223.92,227.77,231.99,235.60,238.49,241.34,244.05
0_23,100.00,98.72,99.23,100.31,101.23,102.14,103.45,104.35,105.54,106.98,108.25,109.48,111.25,112.25,112.62,113.92,114.21,115.62,117.52,118.97,120.19,121.84,122.61,124.48,125.43,126.14,127.76,128.75,130.85,133.05,136.14,139.57,142.35,146.66,150.10,153.75,158.55,162.89,167.12,172.00,176.89,181.75,186.36,189.69,193.67,198.78,203.39,207.56,212.08,215.63,219.29,224.84,228.25,231.59,235.96,239.23,241.89,245.41,248.73,252.17,252.17,251.95,250.32,249.37,251.55,249.12,245.07,239.14,235.00,228.40,224.52,216.66,219.61,216.07,212.40,212.49,209.52,210.40,206.31,204.63,196.23,194.18,195.93,197.23,197.01,200.72,204.69,207.42,212.96,215.31,220.96,221.60,225.53,227.17,227.08,230.24,230.63,236.17,238.33,242.68,245.81,248.61,253.24,257.36,261.78,265.84,269.06,273.27,279.48,283.19,287.46,290.44,297.48,297.36,301.16,305.55
0_24,100.00,99.16,99.44,101.04,103.48,103.83,104.14,104.44,105.44,106.43,108.25,109.88,111.57,113.30,114.39,115.92,116.54,118.07,119.29,120.32,120.96,121.68,124.40,124.91,125.55,126.60,126.94,127.92,130.08,131.27,132.16,134.68,136.37,137.45,138.74,138.49,139.58,141.74,143.02,143.00,143.58,144.93,146.34,147.68,148.37,147.81,150.19,152.64,153.66,154.19,155.19,155.80,158.07,160.48,162.42,162.88,166.97,168.63,173.29,178.51,181.71,186.00,188.61,191.94,197.13,194.48,193.53,194.34,193.06,191.78,185.83,186.78,181.07,181.95,182.73,178.25,176.21,176.03,177.14,173.33,172.08,172.75,172.39,176.08,173.50,173.59,177.01,176.56,180.12,181.14,177.93,178.70,179.99,181.35,182.88,182.67,185.58,185.71,187.19,190.77,190.99,191.63,193.20,195.38,197.07,197.15,200.62,195.38,202.38,204.58,207.44,209.76,207.08,212.24,213.81,215.52
0_25,100.00,100.45,100.61,101.94,102.58,102.99,103.47,104.07,104.16,106.03,107.40,108.96,110.64,111.84,113.13,113.79,115.25,116.25,118.01,119.17,120.12,121.82,122.74,123.94,125.23,125.33,126.25,127.71,129.24,130.81,132.61,134.71,136.91,138.40,140.37,141.56,143.59,146.42,147.59,150.27,151.54,154.84,156.79,158.56,160.20,162.10,164.05,166.68,169.15,170.57,173.61,176.34,179.14,181.06,183.07,186.48,188.16,191.73,194.27,197.44,200.09,200.57,202.05,203.19,204.73,204.02,204.16,201.18,197.01,196.41,192.93,190.82,191.39,189.78,188.01,189.14,184.73,186.93,182.79,178.03,175.41,174.38,176.15,176.63,177.47,178.70,179.17,181.02,183.50,184.83,186.53,187.14,188.76,190.54,192.53,195.25,195.13,198.11,200.79,202.95,209.22,207.75,211.67,214.40,215.72,220.67,222.92,225.90,231.57,233.59,238.18,242.08,244.08,247.39,250.42,255.80
