Series ID,Wed Sep 26 2018 14:35:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 14:51:01 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:06:38 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:22:16 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:38:03 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:53:58 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:09:50 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:25:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:41:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:56:59 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:12:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:28:10 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:43:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:59:36 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:15:29 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:31:26 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:47:23 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:03:00 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:18:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:34:10 GMT-0500 (Central Daylight Time)
191_4,82.62,82.62,82.61,82.62,82.62,82.62,82.62,82.62,82.62,82.62,82.62,82.26,82.26,82.27,82.27,82.27,82.62,82.62,82.61,
191_5,10500,10290,10290,10430,10430,10500,10920,10920,11060,10710,10710,10710,10220,10220,10290,10290,10290,10500,10500,
191_6,10500,10290,10290,10290,10290,10500,10850,10850,11060,10710,10710,10710,10220,10220,10220,10220,10430,10500,10500,
191_7,10430,10430,10430,10430,10430,10430,10850,10850,11060,10640,10640,10850,10220,10220,10220,10220,10220,10430,10430,
191_8,10500,10290,10290,10430,10430,10500,10850,10850,11060,10710,10710,10850,10220,10220,10290,10290,10500,10500,10500,
191_9,,,,,,,,,,,,,,,,,,,,
192_0,64,65,64,64,64,64,65,64,64,64,62,62,63,63,63,64,64,64,65,
192_1,52,53,53,53,53,53,53,52,52,52,51,51,52,52,52,52,52,53,53,
192_2,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,
192_3,0.476528,0.481389,0.481389,0.480139,0.480556,0.480556,0.484722,0.482639,0.482639,0.493333,0.493333,0.489167,0.494167,0.494167,0.492083,0.491806,0.491806,0.494028,0.494028,
192_4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.39,83.39,83.39,83.39,83.39,83.39,83.39,83.39,83.4,83.4,83.4,
192_5,8120,8120,8120,8330,8330,8260,8260,8260,8680,8330,8330,8330,8260,8260,8470,8470,8120,8330,8330,
192_6,8120,8120,8120,8330,8330,8120,8120,8120,8540,8330,8330,8330,8120,8120,8470,8470,8260,8470,8470,
192_7,8120,8120,8120,8330,8330,8260,8120,8120,8680,8330,8330,8330,8120,8120,8470,8470,8120,8470,8470,
192_8,8120,8050,8050,8330,8330,8120,8120,8120,8540,8330,8330,8330,8120,8120,8330,8330,8260,8330,8330,
192_9,,,,,,,,,,,,,,,,,,,,
193_0,73,73,73,73,73,73,73,73,73,75,74,74,73,73,73,73,73,73,73,
193_1,55,55,56,56,55,55,55,56,56,56,55,55,55,55,55,54,54,55,55,
193_2,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,
193_3,0.499444,0.499583,0.499583,0.500694,0.499722,0.499722,0.499583,0.5,0.5,0.499444,0.499444,0.5,0.499444,0.499444,0.499861,0.499306,0.499306,0.499722,0.499722,
193_4,90.86,90.86,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.86,90.86,90.86,90.86,90.86,90.86,90.86,90.86,90.86,
193_5,8260,8120,8120,8470,8470,8120,8260,8260,8540,8470,8470,8330,8120,8120,8470,8470,8260,8470,8470,
193_6,8120,8120,8120,8330,8330,8120,8120,8120,8540,8330,8330,8330,8120,8120,8330,8330,8120,8470,8470,
193_7,8120,8120,8120,8330,8330,8260,8120,8120,8680,8470,8470,8330,8260,8260,8470,8470,8260,8470,8470,
193_8,8120,8120,8120,8330,8330,8120,8120,8120,8540,8260,8260,8330,8120,8120,8330,8330,8120,8330,8330,
193_9,,,,,,,,,,,,,,,,,,,,
194_0,35,36,78,78,81,80,80,80,80,81,74,74,80,80,80,74,74,80,72,
194_1,26,26,45,45,47,47,47,46,46,48,45,45,47,47,47,45,45,47,45,
194_2,11,10,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,
194_3,0.000417,0.000417,0.000417,5.742222,5.500833,5.500833,5.112778,5.41375,5.41375,4.987917,4.987917,5.146528,5.217917,5.217917,5.301944,5.034722,5.034722,5.216944,5.216944,
194_4,94.25,94.25,91.08,91.08,90.52,90.32,90.32,90.42,90.58,90.58,90.45,90.32,90.32,90.19,90.19,90.17,90.16,90.16,90.1,
194_5,8540,9170,9170,9310,9310,9590,8960,8960,9870,10080,10080,9870,8330,8330,9310,9310,10010,8680,8680,
194_6,8540,9170,9170,9660,9660,9170,8960,8960,9170,9800,9800,9870,9310,9310,8750,8750,8540,10080,10080,
194_7,8540,9380,9380,9310,9310,9590,8890,8890,9800,10430,10430,9800,8330,8330,8890,8890,10080,8540,8540,
194_8,8540,9170,9170,9660,9660,9310,8750,8750,9310,9800,9800,9870,8680,8680,8890,8890,8890,10080,10080,
194_9,,,,,,,,,,,,,,,,,,,,
195_0,64,64,57,56,56,56,57,57,55,55,57,57,57,61,60,60,60,61,61,
195_1,53,53,49,48,48,48,49,49,48,48,49,48,48,53,51,51,51,50,50,
195_2,11,11,11,11,11,11,11,11,16,16,11,11,11,10,11,11,11,11,11,
195_3,0.499722,0.499861,0.499861,0.500694,0.5,0.5,0.498194,0.5,0.5,0.499167,0.499167,0.500556,0.500278,0.500278,0.500139,0.499444,0.499444,0.499861,0.499861,
195_4,12.18,12.18,12.11,11.63,11.63,11.06,11.06,11.54,10.98,10.98,10.93,10.56,10.56,14.18,14.49,14.49,14.68,14.68,14.69,
195_5,8540,9310,9310,10080,10080,9380,9870,9870,9870,8680,8680,9310,9450,9450,9450,9450,9870,9170,9170,
195_6,8470,9870,9870,9310,9310,9380,9660,9660,10850,8750,8750,9450,9450,9450,9380,9380,9380,9800,9800,
195_7,8470,9170,9170,10080,10080,9310,10010,10010,10010,8540,8540,9310,9450,9450,9450,9450,9870,9170,9170,
195_8,8680,10010,10010,9310,9310,9380,9660,9660,10920,8960,8960,9450,9590,9590,9590,9590,9450,9800,9800,
195_9,,,,,,,,,,,,,,,,,,,,
196_0,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,
196_1,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,
196_2,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,
196_3,0.4975,0.493056,0.493056,0.497917,0.496944,0.496944,0.4925,0.496389,0.496389,0.496111,0.496111,0.496806,0.493056,0.493056,0.496389,0.496667,0.496667,0.497222,0.497222,
196_4,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.83,90.83,90.84,90.85,90.85,90.84,90.84,90.85,90.84,90.84,90.84,
196_5,9380,9310,9310,9310,9310,9310,9310,9310,10010,9450,9450,9380,9450,9450,9380,9380,9450,9450,9450,
196_6,9380,9310,9310,9380,9380,9310,9310,9310,10010,9450,9450,9450,9450,9450,9380,9380,9450,9450,9450,
196_7,9310,9310,9310,9310,9310,9310,9310,9310,9870,9450,9450,9380,9380,9380,9380,9380,9450,9450,9450,
196_8,9380,9310,9310,9380,9380,9380,9380,9380,10220,9590,9590,9450,9450,9450,9450,9450,9450,9450,9450,
196_9,,,,,,,,,,,,,,,,,,,,
197_0,81,81,81,81,81,81,81,81,81,82,81,81,81,81,81,81,81,81,81,
197_1,52,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51,51,51,
197_2,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,
197_3,0.500556,0.500556,0.500556,0.500417,0.500139,0.500139,0.500278,0.500278,0.500278,0.500556,0.500556,0.499861,0.500417,0.500417,0.499861,0.500417,0.500417,0.499583,0.499583,
197_4,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,
197_5,9380,9310,9310,9310,9310,9310,9310,9310,9870,9450,9450,9450,9450,9450,9380,9380,9380,9380,9380,
197_6,9380,9380,9380,9380,9380,9310,9310,9310,10010,9590,9590,9450,9450,9450,9450,9450,9450,9450,9450,
197_7,9310,9310,9310,9310,9310,9310,9310,9310,10010,9450,9450,9380,9450,9450,9380,9380,9380,9380,9380,
197_8,9380,9380,9380,9380,9380,9380,9380,9380,10220,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,
197_9,,,,,,,,,,,,,,,,,,,,
198_0,64,63,63,63,62,63,63,63,63,63,64,64,64,63,63,63,59,59,63,
198_1,49,49,49,49,48,49,49,50,50,50,49,49,49,50,50,49,46,46,49,
198_2,11,11,11,11,11,10,10,11,12,12,11,11,11,11,11,11,11,11,11,
198_3,0.498194,0.498333,0.498333,0.494861,0.495278,0.495278,0.496667,0.497361,0.497361,0.497917,0.497917,0.4975,0.494583,0.494583,0.499583,0.497361,0.497361,0.49125,0.49125,
198_4,81.46,81.46,81.45,81.46,81.46,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,
198_5,8470,8540,8540,8540,8540,8540,8540,8540,9450,8750,8750,8540,8540,8540,8470,8470,8540,8540,8540,
198_6,8330,8540,8540,8540,8540,8470,8470,8470,9450,8680,8680,8540,8540,8540,8470,8470,8470,8470,8470,
198_7,8470,8540,8540,8540,8540,8540,8540,8540,9450,8680,8680,8540,8540,8540,8540,8540,8540,8540,8540,
198_8,8330,8540,8540,8540,8540,8540,8540,8540,9450,8680,8680,8540,8540,8540,8540,8540,8540,8540,8540,
198_9,,,,,,,,,,,,,,,,,,,,
199_0,74,74,74,74,74,74,74,74,82,82,75,75,75,75,75,75,74,75,75,
199_1,50,50,50,50,50,50,50,50,55,55,50,50,50,50,50,50,50,50,50,
199_2,11,11,11,11,11,11,11,11,17,17,11,11,11,11,11,11,11,11,11,
199_3,0.495833,0.495,0.495,0.49625,0.495556,0.495556,0.494306,0.496528,0.496528,0.495972,0.495972,0.495972,0.494861,0.494861,0.497639,0.495417,0.495417,0.495694,0.495694,
199_4,91.13,91.13,91.12,91.12,91.12,91.12,91.12,91.12,91.13,91.13,91.12,91.12,91.12,91.12,91.12,91.12,91.13,91.13,91.12,
199_5,8330,8540,8540,8540,8540,8540,8540,8540,9450,8680,8680,8540,8540,8540,8540,8540,8540,8540,8540,
199_6,8330,8470,8470,8540,8540,8470,8540,8540,9450,8680,8680,8540,8540,8540,8540,8540,8540,8470,8470,
199_7,8330,8470,8470,8470,8470,8540,8540,8540,9380,8680,8680,8540,8540,8540,8470,8470,8540,8540,8540,
199_8,8330,8470,8470,8540,8540,8540,8540,8540,9450,8750,8750,8540,8540,8540,8540,8540,8540,8540,8540,
199_9,,,,,,,,,,,,,,,,,,,,
200_0,68,69,69,69,69,69,69,69,70,70,70,69,70,70,70,70,69,69,69,
200_1,53,53,53,53,53,53,53,53,54,54,54,53,53,53,53,53,53,53,53,
200_2,17,16,16,17,17,16,16,16,16,17,17,16,16,16,16,16,16,16,16,
200_3,0.500417,0.499583,0.499583,0.499722,0.500139,0.500139,0.500139,0.500139,0.501667,0.500278,0.500278,0.500417,0.5,0.5,0.500417,0.500417,0.500417,0.500139,0.500139,
200_4,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.49,
200_5,9170,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
200_6,9310,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9170,9170,9100,9100,9100,9170,9170,9170,
200_7,9380,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,9170,9170,9310,9170,9170,9310,9310,9310,
200_8,9310,9170,9170,9170,9170,9310,9310,9310,9310,9310,9310,9170,9170,9310,9310,9310,9310,9310,9310,
200_9,,,,,,,,,,,,,,,,,,,,
201_0,80,79,79,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
201_1,58,58,58,57,57,57,57,57,57,59,59,58,58,58,58,57,57,58,58,
201_2,17,16,16,17,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,
201_3,0.492361,0.492639,0.492639,0.493194,0.492083,0.492083,0.493056,0.493056,0.493611,0.49125,0.49125,0.490694,0.492222,0.492222,0.491944,0.493889,0.493889,0.493194,0.493194,
201_4,78.5,78.5,78.49,78.49,78.5,78.49,78.49,78.5,78.49,78.49,78.49,78.49,78.13,78.13,78.13,78.13,78.49,78.49,78.49,
201_5,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,
201_6,9170,9170,9170,9170,9170,9100,9170,9170,9170,9310,9310,9170,9170,9170,9100,9100,9100,9100,9100,
201_7,9310,9170,9170,9170,9170,9310,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,9170,9310,9310,
201_8,9310,9170,9170,9310,9310,9310,9310,9310,9170,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,
201_9,,,,,,,,,,,,,,,,,,,,
202_0,79,80,79,79,79,79,79,79,82,82,80,80,80,81,81,81,80,80,80,
202_1,50,50,50,50,49,50,50,50,52,52,50,50,50,51,51,50,50,50,50,
202_2,15,15,15,15,15,14,14,15,16,16,14,14,14,14,14,13,14,14,13,
202_3,0.500694,0.499861,0.499861,0.501528,0.500417,0.500417,0.5,0.5,0.5,0.500417,0.500417,0.500278,0.5,0.5,0.500556,0.500694,0.500694,0.500278,0.500278,
202_4,92.48,92.48,92.48,92.48,92.48,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,
202_5,9170,9170,9170,9310,9310,9310,9170,9170,9380,9450,9450,9310,9310,9310,9310,9310,9310,9380,9380,
202_6,9170,9170,9170,9380,9380,9310,9310,9310,9310,9450,9450,9380,9380,9310,9310,9310,9310,9310,9310,
202_7,9310,9310,9310,9380,9380,9380,9310,9310,9380,9450,9450,9380,9380,9380,9380,9380,9380,9380,9380,
202_8,9310,9170,9170,9380,9380,9310,9170,9170,9170,9380,9380,9380,9380,9310,9310,9310,9310,9310,9310,
202_9,,,,,,,,,,,,,,,,,,,,
203_0,38,38,38,77,77,77,73,76,76,77,75,75,76,76,76,76,76,73,76,
203_1,33,33,33,59,59,59,56,59,59,60,58,58,59,59,59,59,59,56,59,
203_2,15,14,14,15,14,14,14,14,14,15,14,14,14,14,14,14,14,14,14,
203_3,0.000417,0.000417,0.000417,5.832083,5.658333,5.658333,5.238056,5.238056,5.455833,5.211111,5.211111,5.304861,5.399583,5.399583,5.215139,5.395,5.395,5.205833,5.205833,
203_4,93.78,93.78,90.67,90.67,90.13,90.14,90.14,90.12,90.07,90.07,89.92,89.92,89.82,89.76,89.76,89.53,89.38,89.38,89.28,
203_5,9310,9170,9170,9310,9310,9380,9310,9310,9170,9450,9450,9310,9310,9310,9310,9310,9310,9310,9310,
203_6,9170,9170,9170,9310,9310,9310,9170,9170,9170,9380,9380,9310,9310,9310,9310,9310,9310,9310,9310,
203_7,9310,9310,9310,9380,9380,9380,9310,9310,9310,9450,9450,9380,9380,9380,9380,9380,9380,9380,9380,
203_8,9310,9170,9170,9310,9310,9310,9310,9310,9310,9380,9380,9380,9380,9310,9310,9310,9310,9310,9310,
203_9,,,,,,,,,,,,,,,,,,,,
204_0,68,69,70,70,69,69,69,69,71,71,70,70,68,68,68,70,67,67,70,
204_1,50,52,53,53,52,52,52,52,54,54,53,53,51,51,51,53,50,50,54,
204_2,13,12,12,12,12,12,12,12,14,14,12,12,12,12,12,12,12,12,12,
204_3,5.489583,5.059861,5.059861,5.195972,5.425972,5.425972,5.440139,5.440139,5.396111,5.227361,5.227361,5.084583,5.363333,5.363333,5.207778,5.209306,5.209306,5.229722,5.229722,
204_4,87.13,87.13,87.18,87.18,87.1,87.27,87.27,87.06,87.03,87.03,87.04,86.99,86.99,86.94,86.94,86.96,86.89,86.89,86.89,
204_5,8890,8680,8680,8960,8960,8890,8890,8890,8960,8960,8960,8540,8540,8680,8680,8680,8960,8960,8960,
204_6,8890,8680,8680,8890,8890,8750,8890,8890,8960,8960,8960,8470,8470,8680,8680,8680,8890,8750,8750,
204_7,8890,8680,8680,8750,8750,8890,8750,8750,8960,8960,8960,8540,8540,8680,8680,8680,8890,8750,8750,
204_8,8890,8680,8680,8890,8890,8890,8890,8890,8960,8960,8960,8540,8540,8680,8750,8750,8890,8890,8890,
204_9,,,,,,,,,,,,,,,,,,,,
205_0,49,51,51,56,56,57,50,50,56,56,56,58,58,55,66,66,67,74,74,
205_1,32,34,34,40,40,42,34,34,45,41,41,40,40,38,49,49,49,51,51,
205_2,12,12,12,12,12,12,12,12,21,13,13,12,12,12,12,12,12,12,12,
205_3,0.162639,0.269167,0.269167,0.174167,0.192222,0.192222,0.130417,0.130417,0.223333,0.199583,0.199583,0.244861,0.214306,0.214306,0.183194,0.252639,0.252639,0.458889,0.458889,
205_4,76.23,76.23,58.36,58.36,80.6,57.53,57.53,68.78,58.35,58.35,73.48,73.48,58.42,84.17,84.17,59.9,89.17,89.17,89.13,
205_5,8890,8680,8680,8890,8890,8890,8890,8890,8890,8960,8960,8540,8540,8750,8680,8680,8890,8890,8890,
205_6,8890,8680,8680,8750,8750,8890,8890,8890,8890,8890,8890,8470,8470,8750,8680,8680,8890,8890,8890,
205_7,8750,8680,8680,8890,8890,8890,8750,8750,8890,8960,8960,8540,8540,8680,8680,8680,8890,8890,8890,
205_8,8890,8680,8680,8890,8890,8890,8890,8890,8960,8960,8960,8540,8540,8680,8750,8750,8890,8890,8890,
205_9,,,,,,,,,,,,,,,,,,,,
206_0,69,69,69,69,69,70,70,69,73,73,72,72,72,71,71,71,70,70,70,
206_1,48,48,48,48,48,48,48,48,49,49,49,49,48,49,49,48,48,48,48,
206_2,12,11,11,11,11,11,11,11,13,13,12,12,11,11,11,11,11,11,11,
206_3,0.499722,0.499444,0.499444,0.500417,0.500139,0.500139,0.500278,0.500278,0.500694,0.499583,0.499583,0.5,0.500139,0.500139,0.5,0.499861,0.499861,0.499444,0.499444,
206_4,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,
206_5,8890,8890,8890,8890,8890,8890,8890,8890,9310,8960,8960,8890,8890,8890,8890,8890,8960,8890,8890,
206_6,8960,8890,8890,8960,8960,8960,8960,8960,9170,8890,8890,8890,8890,8890,8890,8890,8960,8960,8960,
206_7,8960,8890,8890,8960,8960,8960,8960,8960,9170,8890,8890,8890,8890,8890,8890,8890,8960,8960,8960,
206_8,8890,8890,8890,8890,8890,8890,8890,8890,8960,8890,8890,8750,8750,8890,8890,8890,8960,8960,8960,
206_9,,,,,,,,,,,,,,,,,,,,
207_0,61,61,61,61,61,62,62,61,36,36,35,35,35,35,35,71,71,71,71,
207_1,47,47,47,47,47,47,47,47,30,30,29,29,29,29,29,53,53,53,53,
207_2,12,11,11,11,11,11,11,11,13,13,12,12,11,11,11,11,11,11,11,
207_3,0.500417,0.500694,0.500694,0.500417,0.500139,0.500139,0.500556,0.500556,0.500694,0.006389,0.006389,0.000278,0.001389,0.001389,0.00125,0.439583,0.439583,0.498194,0.498194,
207_4,92.73,92.73,92.74,92.74,92.73,92.73,92.73,92.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,90.36,83.63,83.63,83.62,
207_5,8960,8960,8890,8890,8890,8890,8890,8960,9170,9170,8890,8890,8750,8750,8750,8890,8890,8890,8890,
207_6,8960,8960,8890,8890,8960,8890,8890,8960,9310,9310,8890,8890,8890,8890,8890,8960,8960,8960,8960,
207_7,8890,8890,8960,8960,8960,8890,8890,8960,9170,9170,8890,8890,8890,8890,8890,8890,8960,8960,8960,
207_8,8890,8890,8890,8890,8960,8890,8890,8890,9170,9170,8890,8890,8750,8890,8890,8890,8960,8960,8890,
207_9,,,,,,,,,,,,,,,,,,,,
208_0,69,69,69,69,69,69,68,68,72,69,69,69,69,69,68,68,69,69,69,
208_1,49,49,49,49,49,49,49,49,54,49,49,49,49,49,49,49,49,49,49,
208_2,10,10,10,10,10,10,10,10,20,11,11,10,10,10,10,10,10,10,10,
208_3,0.500556,0.500556,0.500556,0.500694,0.500972,0.500972,0.500694,0.50125,0.50125,0.500833,0.500833,0.500833,0.501111,0.501111,0.500972,0.501111,0.501111,0.501667,0.501667,
208_4,75.79,75.79,75.78,75.79,75.79,75.79,75.79,75.79,75.78,75.78,75.78,75.78,75.78,75.79,75.79,75.79,75.78,75.78,75.79,
208_5,8330,8120,8120,8120,8120,8120,8330,8330,8470,8330,8330,8260,8260,8260,8470,8470,8260,8260,8260,
208_6,8050,8120,8120,8120,8120,8120,8330,8330,8330,8330,8330,8050,8120,8120,8260,8260,8330,8120,8120,
208_7,8470,8260,8260,8260,8260,8120,8330,8330,8330,8470,8470,8120,8260,8260,8330,8330,8260,8260,8260,
208_8,8120,8120,8120,8120,8120,8120,8330,8330,8330,8330,8330,8120,8120,8120,8330,8330,8330,8120,8120,
208_9,,,,,,,,,,,,,,,,,,,,
209_0,72,71,72,72,72,73,73,72,73,73,73,73,72,73,73,73,71,71,72,
209_1,50,49,50,50,50,51,51,50,51,51,50,50,50,51,51,50,49,49,50,
209_2,11,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,
209_3,0.499444,0.498889,0.498889,0.499028,0.499861,0.499861,0.499861,0.500139,0.500139,0.499306,0.499306,0.499167,0.499028,0.499028,0.499861,0.498472,0.498472,0.499028,0.499028,
209_4,39.03,39.03,38.73,38.13,38.13,39.2,39.2,38.68,38.54,38.54,38.72,37.57,37.57,39.41,39.41,39.38,39.2,39.2,37.93,
209_5,8120,8120,8120,8120,8120,8260,8120,8120,8470,8470,8470,8260,8260,8330,8330,8330,8260,8120,8120,
209_6,8120,8050,8050,8120,8120,8120,8050,8050,8330,8330,8330,8120,8120,8330,8330,8330,8050,8050,8050,
209_7,8120,8120,8120,8120,8120,8120,8260,8260,8470,8330,8330,8260,8260,8330,8470,8470,8120,8260,8260,
209_8,8120,8120,8120,8120,8120,8120,8120,8120,8470,8470,8470,8120,8120,8330,8470,8470,8120,8120,8120,
209_9,,,,,,,,,,,,,,,,,,,,
210_0,37,37,37,35,35,35,34,35,35,36,35,35,35,35,35,35,35,35,35,
210_1,30,30,30,29,29,29,29,29,29,30,29,29,29,29,29,29,29,29,29,
210_2,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,
210_3,0.000139,0.000139,0.000139,0.000139,0.000556,0.000556,0.000972,0.000972,0.000139,0.000139,0.000139,0.000278,0.000139,0.000139,0.000694,0.000139,0.000139,0.000556,0.000556,
210_4,91.81,91.81,91.82,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.82,91.82,91.81,91.82,91.82,91.82,91.82,91.81,
210_5,7910,8470,8470,8960,8960,8890,8890,8890,8890,8680,8680,9170,8540,8540,8960,8960,8750,8890,8890,
210_6,7840,8120,8120,8890,8890,8540,8890,8890,8890,9100,9100,9170,8470,8470,8120,8120,8260,9170,9170,
210_7,7910,8540,8540,8960,8960,8890,8890,8890,8960,8750,8750,9170,8680,8680,8960,8960,8890,8890,8890,
210_8,7840,8050,8050,8890,8890,8540,8960,8960,8960,9170,9170,9170,8540,8540,8120,8120,8330,9170,9170,
210_9,,,,,,,,,,,,,,,,,,,,
211_0,47,43,43,42,42,43,42,42,46,43,43,44,44,44,42,42,41,41,41,
211_1,36,34,34,33,33,32,34,34,41,33,33,34,34,34,35,35,37,34,34,
211_2,10,10,10,10,10,10,10,10,21,11,11,10,10,10,10,10,10,10,10,
211_3,0.094722,0.095139,0.095139,0.068056,0.059167,0.059167,0.056528,0.055972,0.055972,0.055694,0.055694,0.056111,0.055972,0.055972,0.056389,0.055694,0.055694,0.055694,0.055694,
211_4,92.73,92.73,92.95,93.2,93.2,93.06,93.06,93.15,93.32,93.32,93.4,93.45,93.45,93.46,93.46,93.37,93.41,93.41,93.41,
211_5,7840,8540,8540,9310,9310,8330,8890,8890,9100,8330,8330,8890,8890,9170,9170,9170,9100,8960,8960,
211_6,7700,8680,8680,8680,8680,8540,8890,8890,9170,8330,8330,8750,8750,9100,8260,8260,9310,8890,8890,
211_7,7840,8540,8540,9310,9310,8330,8960,8960,9170,8330,8330,8890,8890,8890,9310,9310,9170,8890,8890,
211_8,7700,8680,8680,8750,8750,8540,8890,8890,9170,8330,8330,8960,8960,9100,8330,8330,9310,8890,8890,
211_9,,,,,,,,,,,,,,,,,,,,
212_0,57,57,55,57,57,57,57,57,60,60,57,57,57,57,57,57,57,57,57,
212_1,42,42,42,43,43,43,43,43,46,46,43,43,43,43,43,43,43,43,43,
212_2,10,10,10,10,10,10,10,10,14,14,10,10,10,10,10,10,10,10,10,
212_3,0.496111,0.497222,0.497222,0.495,0.495417,0.495417,0.496528,0.495972,0.495972,0.491389,0.491389,0.49625,0.499028,0.499028,0.496667,0.495278,0.495278,0.495139,0.495139,
212_4,81.13,81.13,81.13,81.13,81.12,81.14,81.14,81.14,81.12,81.12,81.13,81.13,81.13,81.14,81.14,81.14,81.13,81.13,81.14,
212_5,9310,9310,9310,9310,9310,9310,9310,9310,9450,9310,9310,9380,9310,9310,9310,9310,9310,9310,9310,
212_6,9310,9170,9170,9310,9310,9310,9170,9170,9310,9170,9170,9310,9170,9170,9310,9310,9310,9310,9310,
212_7,9310,9170,9170,9310,9310,9310,9170,9170,9450,9310,9310,9310,9310,9310,9170,9170,9310,9310,9310,
212_8,9310,9170,9170,9170,9170,9170,9310,9310,9380,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,
212_9,,,,,,,,,,,,,,,,,,,,
213_0,79,80,79,79,79,79,79,80,80,81,80,80,80,80,80,79,79,80,80,
213_1,53,53,53,53,53,53,52,53,53,57,57,57,56,56,56,56,56,56,56,
213_2,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,
213_3,0.500139,0.500278,0.500278,0.500833,0.499861,0.499861,0.499583,0.500833,0.500833,0.5,0.5,0.500139,0.499583,0.499583,0.500417,0.499722,0.499722,0.500139,0.500139,
213_4,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.78,92.82,92.82,92.82,
213_5,9310,9170,9170,9310,9310,9380,9310,9310,9450,9380,9380,9310,9310,9310,9380,9380,9380,9310,9310,
213_6,9310,9170,9170,9310,9310,9170,9170,9170,9310,9170,9170,9170,9170,9170,9170,9170,9310,9170,9170,
213_7,9310,9170,9170,9170,9170,9310,9310,9310,9380,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,
213_8,9170,9170,9170,9170,9170,9170,9170,9170,9380,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,
213_9,,,,,,,,,,,,,,,,,,,,
214_0,33,33,33,33,35,33,33,33,33,34,33,33,33,33,33,33,33,33,33,
214_1,25,25,25,25,26,25,25,25,25,26,25,25,25,25,25,25,25,25,25,
214_2,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,
