Series ID,Wed Sep 26 2018 14:35:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 14:51:01 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:06:38 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:22:16 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:38:03 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:53:58 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:09:50 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:25:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:41:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:56:59 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:12:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:28:10 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:43:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:59:36 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:15:29 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:31:26 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:47:23 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:03:00 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:18:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:34:10 GMT-0500 (Central Daylight Time)
131_7,8120,8120,8120,8120,7490,7910,7910,8120,8120,8470,8120,8120,8050,8120,8120,8120,8120,8120,8120,
131_8,8050,8120,8050,8050,7490,7910,7910,8050,8050,8330,8050,8050,8050,8120,8120,8050,8120,8120,8120,
131_9,,,,,,,,,,,,,,,,,,,,
132_0,68,68,67,67,68,,,68,71,71,68,67,67,67,67,67,67,67,67,
132_1,45,45,45,45,45,,,45,49,49,46,45,45,45,45,45,45,45,45,
132_2,10,10,10,10,10,,,10,14,14,10,10,10,10,10,10,10,10,10,
132_3,0.496944,0.495139,0.495139,0.497361,0.497361,0.497361,0.494722,0.494722,0.496667,0.496667,0.496667,0.495972,0.495556,0.495556,0.497917,0.497917,0.497361,0.496389,0.496389,
132_4,81.86,81.86,81.86,81.86,81.86,81.86,81.86,81.87,81.87,81.87,81.86,81.86,81.86,81.86,81.86,81.86,81.87,81.87,81.86,
132_5,8050,8120,8120,8120,8050,8050,8050,8120,8120,8050,8050,8050,8050,8050,8050,8050,8050,8120,8120,
132_6,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8120,8050,8050,8050,8050,
132_7,8120,8120,8120,8120,8050,8050,8120,8120,8120,8120,8120,8120,8120,8120,8050,8120,8120,8120,8120,
132_8,8050,8120,8120,8120,8120,8120,8120,8120,8120,8050,8050,8120,8050,8050,8120,8050,8050,8050,8050,
132_9,,,,,,,,,,,,,,,,,,,,
133_0,61,61,61,61,61,61,61,61,62,62,61,61,61,61,60,60,60,60,60,
133_1,43,43,43,44,44,43,44,44,46,46,44,44,44,44,43,43,43,43,43,
133_2,9,9,9,9,9,9,9,9,14,14,9,9,9,9,9,9,9,9,9,
133_3,0.499444,0.499306,0.499306,0.499444,0.499861,0.499861,0.499444,0.499444,0.500417,0.499722,0.499722,0.5,0.500139,0.500139,0.499444,0.499444,0.500139,0.500139,0.500139,
133_4,89.91,89.91,89.88,89.88,89.91,89.91,89.91,89.91,89.91,89.91,89.91,89.91,89.91,89.91,89.91,89.92,89.91,89.91,89.91,
133_5,9450,9450,9450,9450,9450,9450,9450,9450,9800,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,
133_6,9590,9590,9450,9450,9450,9450,9450,9450,9660,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,
133_7,9590,9590,9450,9590,9590,9590,9590,9590,9800,9450,9450,9590,9590,9590,9590,9590,9590,9450,9450,
133_8,9450,9450,9590,9450,9450,9590,9450,9450,9660,9450,9450,9450,9450,9450,9450,9450,9590,9450,9450,
133_9,,,,,,,,,,,,,,,,,,,,
134_0,82,82,83,83,83,83,82,82,87,87,83,82,82,82,82,82,83,82,82,
134_1,54,54,54,54,54,54,54,54,62,62,57,56,56,55,55,55,56,56,56,
134_2,9,9,9,9,9,9,9,9,18,18,9,9,9,9,9,9,9,9,9,
134_3,0.493611,0.493056,0.493056,0.495833,0.491944,0.491944,0.4925,0.4925,0.494722,0.491528,0.491528,0.490417,0.492778,0.492778,0.49375,0.492639,0.492639,0.492222,0.492222,
134_4,73.41,73.41,73.4,73.4,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.39,73.39,73.39,73.39,73.39,73.4,73.4,73.4,
134_5,9450,9450,9450,9450,9590,9450,9450,9450,9870,9870,9450,9450,9450,9450,9450,9450,9590,9590,9450,
134_6,9450,9450,9380,9380,9450,9450,9450,9450,10010,10010,9380,9380,9450,9450,9450,9450,9380,9380,9450,
134_7,9590,9590,9450,9450,9590,9450,9450,9590,10010,10010,9590,9590,9590,9450,9450,9590,9590,9590,9590,
134_8,9590,9590,9450,9450,9590,9450,9450,9590,10010,10010,9450,9450,9450,9450,9450,9380,9450,9450,9450,
134_9,,,,,,,,,,,,,,,,,,,,
135_0,67,66,66,65,65,65,65,65,65,65,65,65,,,66,65,65,65,65,
135_1,50,48,48,48,48,48,48,48,48,48,48,48,,,49,48,48,48,48,
135_2,9,9,9,9,9,9,9,9,11,10,10,9,,,9,9,9,9,9,
135_3,0.499444,0.500278,0.500278,0.500278,0.500139,0.500139,0.499861,0.499861,0.500417,0.500278,0.500278,0.500278,0.499444,0.499444,0.500417,0.5,0.5,0.5,0.5,
135_4,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.61,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,
135_5,8890,9170,9170,8890,8890,8960,8960,8960,9170,9170,9170,8890,8890,9170,9310,9310,9170,8960,8960,
135_6,8890,8890,8890,8890,8890,8960,9100,9100,9170,9170,9170,8890,8890,9170,9100,9100,9170,9310,9310,
135_7,8890,9170,9170,8890,8890,8890,8890,8890,9170,9170,9170,8750,8750,9100,8890,8890,9100,8890,8890,
135_8,8890,8750,8750,8890,8890,8890,8890,8890,9170,9170,9170,8750,8750,9170,9170,9170,9100,9170,9170,
135_9,,,,,,,,,,,,,,,,,,,,
136_0,63,63,63,63,63,63,62,62,67,67,64,63,63,63,63,63,63,63,63,
136_1,46,46,46,46,46,46,46,46,52,52,47,46,46,46,46,46,46,46,46,
136_2,9,9,9,9,9,9,9,9,18,18,9,9,9,9,9,9,9,9,9,
136_3,0.496111,0.496667,0.496667,0.495139,0.498611,0.498611,0.498611,0.498611,0.497778,0.493194,0.493194,0.495694,0.495833,0.495833,0.496944,0.497639,0.497639,0.495833,0.495833,
136_4,91.35,91.35,91.35,91.35,91.36,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.36,91.35,91.35,91.35,
136_5,9170,8890,9170,9170,8890,8890,9100,9170,9170,9310,9170,9170,9170,9170,9310,9310,9310,8960,8890,
136_6,9170,8960,9170,9170,9170,9170,9170,9170,9170,9380,8960,8960,9170,9170,9170,9170,9170,9170,8960,
136_7,9170,8890,9170,9170,8890,8890,8960,9170,9170,9310,9100,9100,9100,9100,9310,9310,9310,8960,8960,
136_8,9170,8890,9170,9170,9170,9170,9170,9170,9170,9310,8890,8890,9100,9100,9170,9310,9310,9170,8960,
136_9,,,,,,,,,,,,,,,,,,,,
137_0,38,36,36,36,36,36,40,40,41,55,55,56,56,56,55,55,55,55,55,
137_1,32,30,30,30,30,30,32,32,34,44,44,45,45,44,44,44,44,44,44,
137_2,9,9,9,9,9,9,9,9,12,10,10,9,9,9,9,9,9,9,9,
137_3,,0.003472,0.003472,0.000417,0.000278,0.000278,0.000694,0.000694,0.14375,0.32875,0.32875,0.509722,0.49375,0.49375,0.5275,0.510417,0.510417,0.524583,0.524583,
137_4,,,95.48,95.48,95.48,95.47,95.47,1.88,1.85,1.85,1.88,1.93,1.93,2.04,2.04,2.18,2.11,2.11,1.97,
137_5,8470,8470,8330,8330,8330,8540,8330,8330,9100,9100,8470,8330,8330,8330,8330,8330,8330,8330,8330,
137_6,8330,8330,8330,8330,8330,8540,8330,8330,9170,9170,8540,8330,8330,8470,8330,8330,8470,8470,8330,
137_7,8540,8540,8330,8330,8330,8540,8470,8470,9100,9100,8540,8330,8330,8470,8470,8470,8330,8330,8470,
137_8,8330,8330,8330,8330,8330,8540,8330,8330,9170,9170,8470,8330,8330,8330,8330,8330,8330,8330,8330,
137_9,,,,,,,,,,,,,,,,,,,,
138_0,74,74,74,74,73,74,74,74,75,75,73,73,73,74,74,73,74,74,73,
138_1,55,55,55,55,55,55,55,55,56,56,55,55,54,55,55,54,55,55,55,
138_2,9,9,9,9,9,9,9,9,11,11,9,9,9,9,9,9,9,9,9,
138_3,0.499167,0.499028,0.499028,0.499306,0.5,0.5,0.492917,0.492917,0.499861,0.499167,0.499167,0.498472,0.499167,0.499167,0.499861,0.497917,0.497917,0.491944,0.491944,
138_4,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.52,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.52,81.53,81.53,81.53,
138_5,9310,8470,8330,8330,8330,8330,8330,8330,8330,8540,8330,8330,8470,8470,8330,8470,8470,8330,8330,
138_6,9310,8330,8330,8330,8470,8470,8330,8470,8470,8540,8470,8470,8540,8540,8470,8470,8470,8470,8330,
138_7,9310,8470,8330,8330,8330,8330,8330,8330,8330,8540,8330,8330,8540,8540,8330,8540,8540,8470,8330,
138_8,9310,8330,8330,8330,8470,8470,8330,8330,8330,8470,8330,8330,8470,8470,8330,8540,8540,8470,8330,
138_9,,,,,,,,,,,,,,,,,,,,
139_0,66,66,66,65,65,66,66,66,67,67,66,65,65,65,64,64,65,65,65,
139_1,46,46,46,46,46,46,46,47,49,49,47,46,46,46,46,46,46,46,46,
139_2,9,9,9,9,9,9,9,9,15,15,9,9,9,9,9,9,9,9,9,
139_3,0.491944,0.4925,0.4925,0.494028,0.492222,0.492222,0.493194,0.493194,0.4925,0.490833,0.490833,0.491389,0.49375,0.49375,0.493472,0.494167,0.494167,0.493889,0.493889,
139_4,80.16,80.16,80.16,80.15,80.15,80.15,80.16,80.16,80.16,80.15,80.15,80.13,80.13,80.13,80.14,80.14,80.15,80.15,80.15,
139_5,9590,9450,9450,9450,9450,9450,9450,9450,9450,9800,9800,9450,9450,9450,9450,9450,9450,9380,9380,
139_6,9450,9450,9450,9590,9590,9590,9450,9380,9380,9800,9800,9590,9450,9450,9450,9380,9380,9380,9380,
139_7,9590,9450,9450,9450,9590,9590,9450,9450,9450,9800,9800,9590,9590,9590,9450,9380,9380,9450,9450,
139_8,9590,9450,9450,9590,9450,9450,9450,9450,9450,9800,9800,9590,9590,9590,9450,9450,9450,9450,9450,
139_9,,,,,,,,,,,,,,,,,,,,
140_0,82,82,82,82,82,82,82,82,86,83,83,83,83,82,82,82,82,82,82,
140_1,59,59,59,60,60,59,59,59,66,61,61,60,60,60,60,60,60,60,60,
140_2,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,9,9,9,
140_3,0.500139,0.5,0.5,0.500278,0.500139,0.500139,0.500139,0.500139,0.500972,0.499861,0.499861,0.500139,0.5,0.5,0.500278,0.499861,0.499861,0.5,0.5,
140_4,93.31,93.31,93.31,93.31,93.32,93.32,93.32,93.31,93.32,93.32,93.31,93.31,93.32,93.31,93.31,93.31,93.31,93.31,93.31,
140_5,9380,9380,9450,9450,9380,9380,9380,9380,9380,9660,9450,9450,9450,9450,9450,9590,9590,9450,9590,
140_6,9380,9380,9450,9450,9380,9380,9380,9380,9380,9800,9590,9590,9590,9590,9450,9590,9590,9450,9450,
140_7,9450,9450,9450,9450,9450,9450,9450,9450,9450,9800,9450,9450,9590,9590,9450,9590,9590,9450,9450,
140_8,9380,9450,9450,9450,9450,9450,9380,9380,9380,9800,9590,9590,9590,9590,9450,9590,9590,9450,9590,
140_9,,,,,,,,,,,,,,,,,,,,
141_0,59,59,59,59,59,59,59,59,59,35,34,34,33,33,33,68,68,68,68,
141_1,45,44,44,44,44,44,44,44,44,29,27,27,27,27,27,50,50,50,50,
141_2,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,
141_3,0.500139,0.500417,0.500417,0.500417,0.500278,0.500278,0.500139,0.500139,0.500833,0.045417,0.045417,0.000139,0.000278,0.000278,0.000833,0.439444,0.439444,0.497222,0.497222,
141_4,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,93.82,93.82,93.82,93.82,93.82,93.82,93.82,90.26,85.29,85.29,83.52,
141_5,8050,8050,8050,8050,8050,8050,8050,8050,8470,8120,8120,8050,8050,8120,8120,8120,8050,8120,8120,
141_6,8050,8050,8050,8050,8050,7910,8050,8050,8470,8120,8120,8050,8050,8050,8050,8050,8050,8050,8050,
141_7,8050,8050,8050,8050,8050,8050,8050,8050,8470,8120,8120,8050,8050,8050,8050,8050,8050,8050,8050,
141_8,8050,8050,8050,8050,8050,8050,8050,8050,8470,8120,8120,8050,8050,8050,8120,8120,8050,8050,8050,
141_9,,,,,,,,,,,,,,,,,,,,
142_0,71,71,71,71,71,71,71,71,74,74,72,72,72,72,72,72,72,72,72,
142_1,52,52,51,51,51,51,51,51,54,54,52,52,52,52,52,52,52,52,52,
142_2,9,9,9,9,9,9,9,9,12,12,9,9,9,9,9,9,9,9,9,
142_3,0.511528,0.513472,0.513472,0.513472,0.514444,0.514444,0.514583,0.514583,0.5125,0.500278,0.500278,0.500694,0.500556,0.500556,0.500139,0.500417,0.500417,0.500417,0.500417,
142_4,97.37,97.36,97.36,97.36,97.37,97.36,97.36,97.36,97.36,97.35,97.35,97.35,97.35,97.35,97.35,97.35,97.35,97.35,97.35,
142_5,8050,8120,8120,8050,8050,8050,8050,7630,7630,8120,8050,8050,8120,8120,8120,8050,8050,8050,8050,
142_6,8050,8050,8050,8050,7910,7910,8050,7630,7630,8050,8050,8050,8050,8050,8050,8050,8050,8050,8050,
142_7,8050,8050,8050,8050,8050,8050,8050,7490,7490,8120,8050,8050,8050,8050,8050,8050,8050,8050,8050,
142_8,8120,8050,8050,8050,7910,7910,7910,7630,7630,8050,8050,8050,8120,8120,8120,8050,8050,8050,8050,
142_9,,,,,,,,,,,,,,,,,,,,
143_0,70,70,70,69,69,70,70,70,75,70,70,69,69,70,70,70,70,70,70,
143_1,54,54,53,53,53,54,54,54,60,53,53,52,52,53,54,54,53,54,54,
143_2,9,9,9,9,9,9,9,9,20,10,10,9,9,9,9,9,9,9,9,
143_3,0.430972,0.409444,0.409444,0.406667,0.456389,0.456389,0.421528,0.421528,0.421806,0.410694,0.410694,0.418194,0.41625,0.41625,0.413611,0.42,0.42,0.412083,0.412083,
143_4,54.15,54.15,53.72,53.72,54.15,51.1,51.1,50.66,51.1,51.1,51.1,51.1,50.98,51.1,51.1,51.1,51.1,51.1,51.1,
143_5,8120,8260,8260,8260,8260,8260,8120,8260,8260,8330,8330,8260,8330,8330,8120,8260,8260,8120,8120,
143_6,8120,8120,8120,8260,8120,8120,8260,8470,8470,8470,8470,8120,8330,8330,8120,8120,8120,8260,8260,
143_7,8050,8120,8120,8120,8050,8050,8120,8260,8260,8330,8330,8120,8330,8330,8120,8120,8120,8120,8120,
143_8,8120,8120,8120,8120,8120,8120,8120,8330,8330,8330,8330,8120,8330,8330,8120,8120,8120,8120,8120,
143_9,,,,,,,,,,,,,,,,,,,,
144_0,73,73,73,73,73,73,73,74,74,73,73,73,72,72,73,73,73,73,73,
144_1,52,51,51,52,52,52,52,54,54,52,52,52,51,51,52,52,52,52,52,
144_2,9,9,9,9,9,9,9,17,17,10,10,9,9,9,9,9,9,9,9,
144_3,0.499583,0.499722,0.499722,0.500417,0.499583,0.499583,0.499444,0.499444,0.500417,0.500139,0.500139,0.500139,0.499861,0.499861,0.500694,0.500278,0.500278,0.499722,0.499722,
144_4,92.72,92.72,92.72,92.72,92.71,92.71,92.71,92.71,92.72,92.72,92.72,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,
144_5,8120,8120,8120,8260,8260,8120,8120,8260,8960,8960,8260,8260,8260,8120,8120,8120,8120,8120,8120,
144_6,8120,8120,8120,8120,8120,8120,8120,8120,8890,8890,8120,8330,8330,8120,8260,8260,8120,8120,8120,
144_7,8120,8120,8120,8120,8120,8120,8120,8120,8890,8890,8050,8260,8260,8120,8120,8120,8120,8120,8120,
144_8,8120,8120,8120,8120,8120,8120,8120,8120,8960,8960,8120,8330,8330,8120,8120,8120,8120,8120,8120,
144_9,,,,,,,,,,,,,,,,,,,,
145_0,58,58,58,57,,,58,58,60,59,59,58,58,58,58,52,52,52,52,
145_1,44,45,45,44,,,44,44,48,45,45,45,45,45,45,39,39,39,39,
145_2,9,9,9,9,,,9,9,16,10,10,9,9,9,9,9,9,9,9,
145_3,0.500556,0.500417,0.500417,0.500556,0.500139,0.500139,0.500556,0.500556,0.500833,0.500417,0.500417,0.500833,0.500417,0.500417,0.500694,0.258472,0.258472,0.222361,0.222361,
145_4,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.04,95.04,95.05,95.05,95.05,95.05,95.05,94.25,91,91,90.99,
145_5,8120,8050,8050,8050,8050,8120,7490,7490,8540,7490,7490,8260,8260,7490,8050,8050,7490,8120,8120,
145_6,7700,8050,8050,8050,8050,8050,7490,7490,8680,7840,7840,8260,8260,7420,8120,8120,8330,8120,8120,
145_7,7840,8050,8050,7700,7700,8050,7490,7490,8470,7420,7420,8050,8050,7490,8050,8050,7420,8120,8120,
145_8,7840,8120,8120,8050,8050,8120,7490,7490,8680,7840,7840,8120,8120,7420,8050,8050,8330,8120,8120,
145_9,,,,,,,,,,,,,,,,,,,,
146_0,51,35,35,35,35,36,36,36,40,40,36,36,36,36,36,36,36,36,36,
146_1,37,28,28,28,28,29,29,28,33,33,30,30,29,29,29,29,29,29,29,
146_2,10,10,9,9,9,10,10,10,13,13,11,11,11,10,10,10,10,10,10,
146_3,0.075556,0.002083,0.002083,0.000278,0.000278,0.000278,0.000139,0.000139,0.000278,0.000139,0.000139,0.000417,0.000278,0.000278,0.000694,0.000556,0.000556,0.000417,0.000417,
146_4,94.64,94.64,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,
146_5,8890,8890,8890,8890,8890,8750,8750,8750,10430,9310,9310,9170,9170,9170,9170,9170,9100,9100,9100,
146_6,8890,8890,8890,8890,8890,8890,8890,8890,10500,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
146_7,8890,8890,8890,8890,8890,8890,8890,8890,10500,9310,9310,9100,9100,9170,9170,9170,9170,9100,9100,
146_8,8750,8750,8750,8890,8890,8890,8750,8750,10430,9310,9310,9170,9170,9170,9100,9100,9170,9100,9100,
146_9,,,,,,,,,,,,,,,,,,,,
147_0,35,35,35,35,36,36,36,36,41,41,37,37,36,36,36,36,36,36,36,
147_1,28,28,29,29,28,29,29,29,34,34,30,30,30,30,30,30,29,29,30,
147_2,10,9,9,9,9,10,10,10,14,14,11,11,11,10,10,10,11,11,10,
147_3,0.000278,0.000139,0.000139,0.000139,0.000417,0.000417,0.000139,0.000139,0.000139,0.000417,0.000417,0.000139,0.000139,0.000139,0.000417,0.000278,0.000278,0.000417,0.000417,
147_4,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,
147_5,8750,8890,8890,8750,8750,8890,8890,8890,10290,9170,9170,9100,9100,9170,9100,9100,9170,9170,9170,
147_6,8890,8890,8890,8890,8890,8890,8750,8750,10430,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
147_7,8890,8890,8890,8890,8890,8890,8890,8890,10290,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
147_8,8890,8890,8890,8890,8890,8890,8890,8890,10220,9310,9310,9100,9100,9170,9170,9170,9100,9100,9100,
147_9,,,,,,,,,,,,,,,,,,,,
148_0,46,46,46,45,45,45,44,44,47,47,45,42,42,44,41,41,40,37,37,
148_1,39,39,38,38,38,39,38,38,41,41,38,37,37,36,36,36,35,31,31,
148_2,15,15,14,14,14,15,14,14,18,18,16,15,15,15,15,15,15,15,15,
148_3,0.150833,0.149583,0.149583,0.139722,0.13875,0.13875,0.139028,0.139028,0.139167,0.122083,0.122083,0.111528,0.071528,0.071528,0.0675,0.0675,0.062222,0.030833,0.030833,
148_4,88.6,88.6,88.99,88.99,89.06,89.06,89.06,89.1,89.13,89.13,89.15,89.15,90.22,90.62,90.62,90.75,91.81,91.81,92.83,
148_5,8960,8890,8890,8750,8890,8890,8750,8890,8890,8960,8960,8960,8890,8890,8890,8890,8890,8960,8960,
148_6,8890,8750,8750,8890,8890,8890,8890,8890,8890,8890,8890,8750,8750,8750,8890,8890,8890,8960,8960,
148_7,8960,8890,8890,8890,8890,8890,8890,8890,8890,8960,8960,8960,8890,8890,8890,8960,8960,8960,8960,
148_8,8890,8890,8890,8890,8890,8890,8890,8750,8750,8890,8890,8750,8750,8750,8890,8890,8890,8890,8890,
148_9,,,,,,,,,,,,,,,,,,,,
149_0,74,78,74,74,74,74,74,77,77,76,74,74,77,76,76,76,76,76,76,
149_1,60,61,60,60,61,60,60,64,64,63,60,60,63,63,63,63,63,63,62,
149_2,15,15,14,14,14,14,14,14,14,18,16,16,15,15,15,15,15,15,15,
149_3,5.409861,5.377083,5.377083,5.114722,5.114722,5.226528,5.415139,5.415139,5.357639,5.332083,5.332083,5.406111,5.1675,5.1675,5.227222,5.227222,5.09875,5.283333,5.283333,
149_4,87.16,87.13,87.14,87.14,87.1,87.16,87.16,87.07,87.14,87.14,87.02,87.02,86.98,86.99,86.99,86.95,86.94,86.94,86.99,
149_5,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8750,8750,8890,8960,8960,
149_6,8890,8890,8890,8890,8890,8890,8890,8890,8750,8890,8890,8890,9170,9170,8540,8540,8960,8890,8890,
149_7,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8680,8680,8960,8890,8890,
149_8,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8750,9170,9170,8540,8540,8890,8890,8890,
149_9,,,,,,,,,,,,,,,,,,,,
150_0,61,62,62,62,61,61,61,56,56,61,61,61,61,61,61,62,62,61,61,
150_1,50,50,50,51,50,50,50,44,44,50,50,50,51,51,50,51,51,51,50,
150_2,16,16,16,16,14,14,14,15,15,16,16,15,15,15,15,15,15,15,15,
150_3,0.500139,0.500278,0.500278,0.500417,0.500139,0.500139,0.500278,0.500278,0.500556,0.500417,0.500417,0.500417,0.500278,0.500278,0.500278,0.500278,0.499861,0.5,0.5,
150_4,91.63,91.63,91.62,91.62,91.61,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.58,91.58,91.62,
150_5,9310,9800,9800,10010,9870,9870,9800,9800,10010,10290,10290,10010,9310,9310,9660,9660,9870,9800,9800,
150_6,9380,9660,9660,9870,9800,9800,9800,9800,9870,10220,10220,9870,9170,9170,9800,9800,9800,9660,9660,
150_7,9380,9870,9870,10010,10010,10010,9870,9870,10010,10290,10290,10010,9310,9310,9870,9870,9870,9870,9870,
150_8,9380,9800,9800,10010,10010,10010,9800,9800,10010,10290,10290,10010,9310,9310,9870,9870,9870,9870,9870,
150_9,,,,,,,,,,,,,,,,,,,,
151_0,61,63,63,63,62,62,62,61,61,62,62,63,63,63,63,63,63,63,63,
151_1,56,57,57,57,56,56,56,56,56,57,57,58,57,57,58,58,58,58,57,
151_2,16,16,16,16,14,14,14,15,15,16,16,15,15,15,16,15,15,16,16,
151_3,0.495833,0.494444,0.494444,0.495833,0.497639,0.497639,0.497083,0.497083,0.495,0.497083,0.497083,0.496667,0.497361,0.497361,0.496111,0.496111,0.495694,0.495417,0.495417,
151_4,90.92,90.92,90.93,90.93,90.93,90.93,90.93,90.93,90.92,90.92,90.93,90.93,90.93,90.92,90.92,90.92,90.92,90.92,90.92,
151_5,9870,9870,10010,10010,10010,10010,10010,9870,10850,10850,9870,9870,9870,9870,9870,10010,9870,9870,9870,
151_6,9870,9870,10010,9870,9870,9870,9870,9800,10710,10710,9800,9660,9660,9660,9660,9800,9800,9800,9800,
151_7,9870,9870,10080,10010,10010,10010,10010,9870,10920,10920,9870,9800,9800,9800,9800,9870,9870,9870,9800,
151_8,9870,9870,10010,10010,10010,10010,10010,9800,10920,10920,9870,9870,9870,9870,9870,9870,9870,9870,9800,
151_9,,,,,,,,,,,,,,,,,,,,
152_0,71,71,71,74,74,76,73,73,54,54,47,44,44,46,47,47,65,45,45,
152_1,55,55,55,58,58,57,55,55,47,47,40,37,37,38,39,39,56,37,37,
152_2,12,12,12,12,12,11,11,11,21,21,12,11,11,11,11,11,11,11,11,
152_3,5.1375,5.228056,5.228056,5.200556,5.194306,5.194306,5.422639,5.422639,5.38875,5.660694,5.660694,5.207361,5.09125,5.09125,5.370417,5.370417,5.215278,5.466111,5.466111,
152_4,86.2,86.2,86.22,86.22,86.27,86.12,86.12,86.19,86.13,86.13,86.11,86.11,86.03,86.24,86.24,85.99,86.03,86.03,86.06,
152_5,8120,8330,8260,8260,8050,8890,8890,8540,8540,16800,16730,16730,16730,16800,16800,16730,16800,16800,16940,
152_6,8260,8260,8330,8330,8050,8260,8260,9100,9100,16730,16730,16730,16590,16730,16730,16730,16800,16800,16800,
152_7,8260,8470,8470,8470,8050,9170,9170,8680,8680,16730,16800,16800,16730,16800,16800,16730,16940,16940,16940,
152_8,8470,8330,8330,8330,8050,8470,8470,9170,9170,16940,16940,16940,16800,16940,16940,16940,16940,16940,16940,
152_9,,,,,,,,,,,,,,,,,,,,
153_0,39,39,39,39,43,43,44,31,31,32,32,31,31,31,31,31,31,31,36,
153_1,32,32,32,32,34,34,34,27,27,27,27,27,26,26,26,26,26,26,31,
153_2,12,11,11,12,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,
153_3,0.000139,0.000139,0.000139,0.000417,0.000417,0.000417,0.000139,0.000139,0.000139,0.000556,0.000556,0.000278,0.000556,0.000556,0.000417,0.000417,0.000139,0.000139,0.000139,
153_4,92.42,92.42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.41,92.41,92.4,92.41,92.41,92.41,92.4,92.4,92.4,
153_5,8330,8330,8540,8050,8050,8680,9170,9170,16940,16800,16800,16800,16800,16730,16800,16800,16730,16940,16940,
153_6,8050,8050,8260,8050,8050,8890,8120,8120,16940,16730,16730,16730,16730,16730,16730,16730,16590,16800,16800,
153_7,8470,8470,8540,8050,8050,8540,9310,9310,16940,16730,16730,16800,16800,16730,16730,16730,16730,16940,16940,
153_8,8050,8050,8330,8120,8120,8890,8120,8120,16940,16800,16800,16800,16800,16800,16800,16800,16800,16940,16940,
153_9,,,,,,,,,,,,,,,,,,,,
154_0,34,34,34,33,33,33,33,34,34,34,34,34,33,33,33,33,33,33,33,
154_1,27,27,27,27,26,26,26,26,26,27,27,26,26,26,26,26,26,26,26,
154_2,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,
154_3,0.000139,0.000556,0.000556,0.000556,0.000417,0.000417,0.000833,0.000833,0.000556,0.000139,0.000139,0.000556,0.000139,0.000139,0.000694,0.000694,0.000278,0.000556,0.000556,
154_4,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,93.67,
154_5,8890,8890,8750,8750,8750,8890,8750,8750,9310,9310,8890,8680,8680,8890,8680,8680,8890,8890,8680,
